Country_ID,zlene,COUNTRY
SAV,-0.93,ZA
SAV,-1.36,ZA
SAV,-2.33,ZA
SAV,-1.76,ZA
SAV,-1.51,ZA
SAV,-1.87,ZA
SAV,-1.35,ZA
SAV,-0.97,ZA
SAV,-0.65,ZA
SAV,0.44,ZA
SAV,-1.08,ZA
SAV,1.86,ZA
SAV,0.19,ZA
SAV,-0.03,ZA
SAV,-0.82,ZA
SAV,-0.78,ZA
SAV,-1.04,ZA
SAV,-1.22,ZA
SAV,0.26,ZA
SAV,-0.51,ZA
SAV,0.56,ZA
SAV,0.64,ZA
SAV,-1.04,ZA
SAV,-2.25,ZA
SAV,0.08,ZA
SAV,-1.41,ZA
SAV,-1.01,ZA
SAV,1.05,ZA
SAV,-0.45,ZA
SAV,-0.51,ZA
SAV,-0.6,ZA
SAV,-1.13,ZA
SAV,0.34,ZA
SAV,0.07,ZA
SAV,-2.06,ZA
SAV,-1.75,ZA
SAV,-0.65,ZA
SAV,-0.6,ZA
SAV,0.56,ZA
SAV,0.08,ZA
SAV,-0.25,ZA
SAV,-1.51,ZA
SAV,-2.6,ZA
SAV,1.36,ZA
SAV,0.84,ZA
SAV,-1.79,ZA
SAV,-0.26,ZA
SAV,0.09,ZA
SAV,0.4,ZA
SAV,-0.24,ZA
SAV,-0.56,ZA
SAV,-0.92,ZA
SAV,-1.69,ZA
SAV,-1.03,ZA
SAV,-0.12,ZA
SAV,-0.17,ZA
SAV,-0.31,ZA
SAV,-1.46,ZA
SAV,-0.61,ZA
SAV,-0.71,ZA
SAV,2.03,ZA
SAV,-2.4,ZA
SAV,1.19,ZA
SAV,-0.89,ZA
SAV,-0.18,ZA
SAV,0.07,ZA
SAV,0.11,ZA
SAV,-0.78,ZA
SAV,0.37,ZA
SAV,0,ZA
SAV,-1.09,ZA
SAV,-1.64,ZA
SAV,-1.04,ZA
SAV,-0.09,ZA
SAV,-0.6,ZA
SAV,-0.87,ZA
SAV,-0.71,ZA
SAV,-1.77,ZA
SAV,-1.01,ZA
SAV,-0.94,ZA
SAV,-0.44,ZA
SAV,0.12,ZA
SAV,-1.39,ZA
SAV,-1.5,ZA
SAV,-0.89,ZA
SAV,-2.16,ZA
SAV,-1.31,ZA
SAV,-1.46,ZA
SAV,-1.71,ZA
SAV,-1.74,ZA
SAV,0.95,ZA
SAV,-2.42,ZA
SAV,-0.79,ZA
SAV,-2.8,ZA
SAV,0.2,ZA
SAV,-0.3,ZA
SAV,-0.37,ZA
SAV,-1.74,ZA
SAV,-0.69,ZA
SAV,-1.23,ZA
SAV,-1.66,ZA
SAV,-1.17,ZA
SAV,-1.05,ZA
SAV,-1.22,ZA
SAV,-2.54,ZA
SAV,0.98,ZA
SAV,-2.43,ZA
SAV,-2.13,ZA
SAV,-1.5,ZA
SAV,-1.44,ZA
SAV,-2.11,ZA
SAV,-0.94,ZA
SAV,-1.03,ZA
SAV,-2.04,ZA
SAV,-1.39,ZA
SAV,-1.57,ZA
SAV,0,ZA
SAV,-1.1,ZA
SAV,-0.43,ZA
SAV,-1.61,ZA
SAV,-1.56,ZA
SAV,-0.35,ZA
SAV,-1.92,ZA
SAV,-1.07,ZA
SAV,-0.07,ZA
SAV,-1.53,ZA
SAV,-1.34,ZA
SAV,-0.93,ZA
SAV,0.29,ZA
SAV,-1.1,ZA
SAV,-0.48,ZA
SAV,-0.18,ZA
SAV,-1.08,ZA
SAV,-1.13,ZA
SAV,-0.45,ZA
SAV,-0.6,ZA
SAV,0.79,ZA
SAV,-1.25,ZA
SAV,-0.55,ZA
SAV,-1.08,ZA
SAV,0.31,ZA
SAV,-4.02,ZA
SAV,-0.67,ZA
SAV,-0.53,ZA
SAV,-2.93,ZA
SAV,-0.84,ZA
SAV,-0.33,ZA
SAV,-0.94,ZA
SAV,0.42,ZA
SAV,-2.11,ZA
SAV,-0.78,ZA
SAV,-0.94,ZA
SAV,-0.4,ZA
SAV,-0.77,ZA
SAV,0.22,ZA
SAV,-2.83,ZA
SAV,0.89,ZA
SAV,-0.55,ZA
SAV,0.28,ZA
SAV,-1.2,ZA
SAV,-0.21,ZA
SAV,-2.6,ZA
SAV,-0.97,ZA
SAV,0.65,ZA
SAV,-0.26,ZA
SAV,-0.19,ZA
SAV,0.1,ZA
SAV,-1.55,ZA
SAV,-0.59,ZA
SAV,-0.31,ZA
SAV,-0.35,ZA
SAV,-2.45,ZA
SAV,0.68,ZA
SAV,0.93,ZA
SAV,-0.35,ZA
SAV,1.08,ZA
SAV,0.71,ZA
SAV,-0.17,ZA
SAV,1.16,ZA
SAV,-0.88,ZA
TZH,-2.64,TZ
TZH,-1.6,TZ
TZH,-0.97,TZ
TZH,-1.65,TZ
TZH,-1.01,TZ
TZH,1.65,TZ
TZH,-0.66,TZ
TZH,-2.62,TZ
TZH,-0.81,TZ
TZH,-0.89,TZ
TZH,-2.13,TZ
TZH,-1.59,TZ
TZH,-0.84,TZ
TZH,-0.31,TZ
TZH,-0.97,TZ
TZH,-1.65,TZ
TZH,-0.87,TZ
TZH,-0.69,TZ
TZH,-1.7,TZ
TZH,0.3,TZ
TZH,-0.69,TZ
TZH,0.46,TZ
TZH,-0.81,TZ
TZH,-2.8,TZ
TZH,-0.59,TZ
TZH,0.08,TZ
TZH,0.09,TZ
TZH,-1.26,TZ
TZH,1.06,TZ
TZH,-1.31,TZ
TZH,-0.4,TZ
TZH,-2.17,TZ
TZH,-3.19,TZ
TZH,-1.93,TZ
TZH,0.19,TZ
TZH,-0.31,TZ
TZH,-0.62,TZ
TZH,-4.08,TZ
TZH,-1.11,TZ
TZH,0.09,TZ
TZH,-1.17,TZ
TZH,-0.23,TZ
TZH,-1.85,TZ
TZH,-0.32,TZ
TZH,1.12,TZ
TZH,0.56,TZ
TZH,-3.81,TZ
TZH,-0.59,TZ
TZH,1.18,TZ
TZH,-0.87,TZ
TZH,-0.97,TZ
TZH,-2.3,TZ
TZH,0.18,TZ
TZH,-2.11,TZ
TZH,-1.8,TZ
TZH,-0.18,TZ
TZH,0.1,TZ
TZH,-1.06,TZ
TZH,-2.49,TZ
TZH,-1.71,TZ
TZH,-0.31,TZ
TZH,0.12,TZ
TZH,-0.05,TZ
TZH,-1.05,TZ
TZH,0.28,TZ
TZH,-0.99,TZ
TZH,0.94,TZ
TZH,0.1,TZ
TZH,-1.85,TZ
TZH,-1.32,TZ
TZH,-1.53,TZ
TZH,-0.71,TZ
TZH,-0.26,TZ
TZH,-1.65,TZ
TZH,-0.15,TZ
TZH,0,TZ
TZH,0.12,TZ
TZH,-1.2,TZ
TZH,-3.09,TZ
TZH,-2.3,TZ
TZH,-2.99,TZ
TZH,-1.06,TZ
TZH,-0.59,TZ
TZH,-0.93,TZ
TZH,-0.62,TZ
TZH,-0.13,TZ
TZH,-2.69,TZ
TZH,-1.45,TZ
TZH,-1.11,TZ
TZH,0.18,TZ
TZH,-0.48,TZ
TZH,-1.29,TZ
TZH,-0.66,TZ
TZH,-4.26,TZ
TZH,0.45,TZ
TZH,-0.53,TZ
TZH,-0.24,TZ
TZH,-0.18,TZ
TZH,-0.03,TZ
TZH,-1.92,TZ
TZH,-0.44,TZ
TZH,-1.32,TZ
TZH,0.98,TZ
TZH,-1.64,TZ
TZH,0.99,TZ
TZH,-1.38,TZ
TZH,-1.81,TZ
TZH,0.26,TZ
TZH,-2.85,TZ
TZH,-0.32,TZ
TZH,-2.21,TZ
TZH,-0.49,TZ
TZH,-4.34,TZ
TZH,-1.45,TZ
TZH,2.06,TZ
TZH,-0.18,TZ
TZH,-1.78,TZ
TZH,-1.73,TZ
TZH,-0.49,TZ
TZH,-0.65,TZ
TZH,-2.33,TZ
TZH,-0.23,TZ
TZH,-0.44,TZ
TZH,-2.94,TZ
TZH,-0.93,TZ
TZH,1,TZ
TZH,-2.47,TZ
TZH,-1.44,TZ
TZH,-0.88,TZ
TZH,-2.34,TZ
TZH,-1.73,TZ
TZH,-1.32,TZ
TZH,-1.35,TZ
TZH,-1.11,TZ
TZH,-1.51,TZ
TZH,-1.64,TZ
TZH,-1.45,TZ
TZH,0.12,TZ
TZH,-1.15,TZ
TZH,-2.03,TZ
TZH,0.09,TZ
TZH,-0.78,TZ
TZH,-1.5,TZ
TZH,-1.27,TZ
TZH,-1.32,TZ
TZH,-0.31,TZ
TZH,0,TZ
TZH,-1.68,TZ
TZH,0.73,TZ
TZH,-1.29,TZ
TZH,-1.25,TZ
TZH,-0.88,TZ
TZH,-0.97,TZ
TZH,-0.16,TZ
TZH,-1.24,TZ
TZH,-1.8,TZ
TZH,0.54,TZ
TZH,-1.54,TZ
TZH,-0.97,TZ
TZH,-0.09,TZ
TZH,-0.26,TZ
TZH,-0.31,TZ
TZH,-0.15,TZ
TZH,-0.93,TZ
TZH,0.18,TZ
TZH,-2.21,TZ
TZH,-0.94,TZ
TZH,-1.15,TZ
TZH,-0.49,TZ
TZH,-1.59,TZ
TZH,-0.19,TZ
TZH,-0.71,TZ
TZH,-0.18,TZ
TZH,-0.34,TZ
TZH,-0.53,TZ
TZH,-0.87,TZ
TZH,0.18,TZ
TZH,-1.88,TZ
TZH,-0.41,TZ
TZH,-1.15,TZ
TZH,-1.32,TZ
TZH,-0.38,TZ
TZH,-1.26,TZ
TZH,-0.94,TZ
TZH,-0.56,TZ
TZH,-2.16,TZ
TZH,-2.02,TZ
TZH,-3.81,TZ
TZH,-3.19,TZ
TZH,-1.59,TZ
TZH,-1.04,TZ
TZH,-0.68,TZ
TZH,-1.85,TZ
TZH,-2.04,TZ
TZH,-2.43,TZ
TZH,-0.95,TZ
TZH,0.89,TZ
TZH,-1.26,TZ
TZH,-1.56,TZ
