"ReturnCode","LL","tvE0","tvAlpha","tvBeta","tvGam","dE0dTRT1","dE0dTRT2","dE0dTRT5","dE0dTRT6","dE0dTRT7","dE0dTRT17","dAlphadTRT1","dAlphadTRT2","dAlphadTRT5","dAlphadTRT6","dAlphadTRT7","dAlphadTRT17","dBetadTRT1","dBetadTRT2","dBetadTRT5","dBetadTRT6","dBetadTRT7","dBetadTRT17","dGamdTRT1","dGamdTRT2","dGamdTRT5","dGamdTRT6","dGamdTRT7","dGamdTRT17","dE0dBLMEANTTP","dAlphadBLMEANTTP","dGamdBLMEANTTP","dBetadBLMEANTTP","EEps","omega(nE0,nE0)","omega(nAlpha,nE0)","omega(nAlpha,nAlpha)","omega(nBeta,nE0)","omega(nBeta,nAlpha)","omega(nBeta,nBeta)","omega(nGam,nE0)","omega(nGam,nAlpha)","omega(nGam,nBeta)","omega(nGam,nGam)"
3,-17107.8,2.27933,22.8191,1.6385,0.0471903,-0.151828,-0.121763,-0.215842,-0.224091,-0.0415852,0.369211,-0.013233,-0.255569,-0.135471,0.198989,0.00978275,0.0433507,-0.0125507,-0.118229,-0.0383751,0.0217438,0.0187333,0.196678,-0.0892617,0.0241146,0.646668,0.0347762,0.0289785,0.0526397,0.933491,0.169323,-0.670735,-0.4383,0.262888,0.569972,-0.130187,0.114248,0.136265,0.0154513,0.0582669,0.239449,-0.100055,0.0329205,0.356595
3,-16377.1,2.53369,22.4739,1.66451,0.0494145,-0.154073,-0.127003,-0.218807,-0.30708,-0.0398167,0.38043,-0.0129572,-0.251482,-0.152223,0.179234,0.0101465,0.0428462,-0.0122138,-0.10078,-0.0386082,0.0228427,0.0182149,0.223962,-0.0967404,0.0248655,0.612525,0.0338893,0.0293777,0.0516304,0.947214,0.1472,-0.654106,-0.380186,0.261863,0.327398,-0.0604875,0.116108,0.119457,0.0310389,0.0704726,0.194619,-0.116366,0.0299037,0.429724
3,-16671.3,2.76292,22.5662,1.70838,0.0492676,-0.165042,-0.128392,-0.18448,-0.222231,-0.0378205,0.431394,-0.013189,-0.263109,-0.163455,0.157542,0.0101452,0.0525869,-0.0120826,-0.107362,-0.0391814,0.0237431,0.0176718,0.243517,-0.0944631,0.0240608,0.531732,0.033899,0.0294348,0.0595023,0.86691,0.162946,-0.649196,-0.374716,0.253452,0.421201,-0.146588,0.144272,0.112671,0.0103332,0.0567083,0.235855,-0.145673,0.0317854,0.422882
3,-16592.8,2.76737,21.3683,1.65265,0.0514128,-0.165036,-0.134319,-0.224779,-0.286798,-0.0395368,0.446386,-0.013454,-0.262936,-0.163546,0.247445,0.00995505,0.0452462,-0.0123866,-0.101923,-0.0390669,0.0221431,0.0175484,0.219931,-0.105502,0.0243801,0.492827,0.0350273,0.0290734,0.0517959,0.851914,0.108934,-0.560663,-0.439178,0.270646,0.353891,-0.0788461,0.0973517,0.121205,0.0170384,0.0658252,0.137565,-0.0816772,0.0188024,0.35938
3,-16736.3,3.01437,21.1301,1.74407,0.0534653,-0.158195,-0.130765,-0.202962,-0.26751,-0.0410557,0.393841,-0.0134219,-0.25853,-0.150609,0.232433,0.00994604,0.0428933,-0.0124767,-0.106869,-0.0398715,0.0224113,0.018194,0.206015,-0.101041,0.0242585,0.449575,0.0348766,0.0285343,0.0523695,0.901463,0.175714,-0.599985,-0.32957,0.267992,0.305039,-0.102234,0.122179,0.106701,0.0109641,0.0621614,0.20308,-0.135697,0.0347256,0.45696
3,-17046.5,3.13582,21.7363,1.76907,0.0516645,-0.174639,-0.132169,-0.20618,-0.282403,-0.0398381,0.424248,-0.0133794,-0.302855,-0.13004,0.19693,0.0100076,0.0449679,-0.0120173,-0.10694,-0.039101,0.0231069,0.0183639,0.192843,-0.103581,0.0249502,0.598068,0.0342677,0.0292731,0.0555627,0.792928,0.160942,-0.582547,-0.378497,0.261273,0.246295,-0.0513332,0.0981199,0.116848,0.0148107,0.0729853,0.158412,-0.11615,0.038248,0.459309
3,-16839.5,2.52958,21.1244,1.60913,0.0551842,-0.117079,-0.125306,-0.207127,-0.340503,-0.0393438,0.322704,-0.0136984,-0.276083,-0.179728,0.159562,0.0100422,0.0454893,-0.0136301,-0.124067,-0.0399904,0.023406,0.0174775,0.199496,-0.0749902,0.024294,0.563114,0.0351502,0.0308349,0.0489964,0.718282,0.114219,-0.507052,-0.49226,0.268685,0.57346,-0.113901,0.0869634,0.168654,0.0049117,0.0725474,0.180016,-0.0585766,0.0398802,0.295868
3,-16880.3,2.76359,22.7579,1.70694,0.0472441,-0.155048,-0.135568,-0.204014,-0.275213,-0.0393137,0.356008,-0.0128824,-0.23776,-0.154249,0.215701,0.0101908,0.0476986,-0.0117562,-0.0886911,-0.0379356,0.0239292,0.0189774,0.232823,-0.10034,0.0253404,0.599552,0.0358953,0.0297227,0.0578868,0.754372,0.154815,-0.69903,-0.452771,0.262956,0.365724,-0.0901662,0.113533,0.117917,0.0173952,0.0616672,0.177456,-0.102896,0.0270003,0.403522
3,-16508.9,2.46326,22.6415,1.65187,0.0469813,-0.152772,-0.124382,-0.209277,-0.283776,-0.0379474,0.333912,-0.0129264,-0.291707,-0.143355,0.181407,0.0103668,0.0451849,-0.0120546,-0.100572,-0.0385476,0.0232908,0.0176871,0.242615,-0.100416,0.0249653,0.589522,0.0346771,0.0297228,0.0534104,0.937123,0.130886,-0.560442,-0.384319,0.263859,0.377198,-0.048231,0.0823246,0.118654,0.0244337,0.0579271,0.133774,-0.0959919,0.000710601,0.429846
3,-16849,3.06396,23.1759,1.7671,0.0463764,-0.162748,-0.137064,-0.218294,-0.278695,-0.0391237,0.429107,-0.0131707,-0.298243,-0.146426,0.184027,0.0102193,0.046729,-0.0120306,-0.0983798,-0.0380714,0.023128,0.018061,0.220129,-0.105798,0.0249454,0.50841,0.0348216,0.030148,0.0547161,0.715174,0.144586,-0.657309,-0.417228,0.261486,0.271919,-0.0445079,0.117778,0.103942,0.0273457,0.0575472,0.0927849,-0.124245,-0.00866133,0.438817
3,-17324.8,2.0588,22.0317,1.5971,0.0499122,-0.115486,-0.0954101,-0.158913,-0.211065,-0.040971,0.307109,-0.0138575,-0.250123,-0.184717,0.167079,0.0109207,0.0659061,-0.0130028,-0.0918867,-0.043072,0.0253647,0.0189908,0.171874,-0.0756431,0.0239544,0.837823,0.0299373,0.0329082,0.0672928,1.09097,0.119816,-0.614305,-0.412792,0.264927,0.375319,-0.143834,0.113005,0.0608809,0.0136161,0.0334595,0.285151,-0.121093,0.0387345,0.455955
3,-16860.2,1.98107,23.3605,1.59532,0.0466658,-0.18367,-0.0565684,-0.0431439,-0.260879,-0.03354,0.346654,-0.0155201,-0.310853,-0.104762,0.0955787,0.0113724,0.0590451,-0.0102196,-0.0954505,-0.0295182,0.0273183,0.0102385,0.224376,-0.0982239,0.0241375,0.295629,0.0322974,0.0368083,0.0555426,1.07521,0.0750017,-0.618093,-0.436403,0.267743,0.414361,-0.20864,0.108117,0.0307825,-0.0117164,0.00700449,0.32777,-0.138589,0.058589,0.543301
3,-16909.1,2.73665,21.9462,1.69448,0.0492207,-0.160337,-0.141177,-0.222673,-0.329788,-0.0419321,0.409455,-0.0136939,-0.303977,-0.158451,0.220793,0.00957034,0.0440549,-0.0128137,-0.104737,-0.040905,0.0222432,0.017793,0.195324,-0.106271,0.0238642,0.531261,0.0340207,0.0280085,0.0527481,0.927755,0.143391,-0.61211,-0.368246,0.269851,0.301665,-0.0683256,0.102859,0.117181,0.0141533,0.0644702,0.201002,-0.111867,0.0472286,0.404833
3,-16643.8,2.87288,21.9609,1.71215,0.0497841,-0.151893,-0.130743,-0.207294,-0.339438,-0.0404406,0.386642,-0.0130778,-0.268272,-0.147579,0.167064,0.0099255,0.0454704,-0.012423,-0.105752,-0.039956,0.0233796,0.0184197,0.210693,-0.092508,0.0248336,0.562891,0.0341819,0.0285213,0.0539671,0.829877,0.137038,-0.583289,-0.377856,0.266473,0.344333,-0.0706472,0.118631,0.130284,0.0231105,0.0731527,0.149055,-0.151921,-0.00148642,0.522291
3,-16711.1,2.95265,21.491,1.70485,0.0497831,-0.163998,-0.133095,-0.231037,-0.265192,-0.0403565,0.340404,-0.0134306,-0.256699,-0.158328,0.177711,0.00982222,0.0449037,-0.0124507,-0.104814,-0.0387961,0.022402,0.017865,0.228828,-0.104156,0.0244898,0.599331,0.0336763,0.028491,0.0540963,0.84693,0.14112,-0.611167,-0.372568,0.261637,0.38791,-0.110906,0.129986,0.126125,0.0160012,0.0685871,0.180421,-0.124115,0.0203358,0.436238
3,-17259.2,3.21315,21.8456,1.76902,0.0504095,-0.153013,-0.130234,-0.186178,-0.21457,-0.0354863,0.362537,-0.0127438,-0.266938,-0.146256,0.16734,0.0102818,0.0425944,-0.0120042,-0.0912235,-0.037168,0.0239673,0.0180982,0.219179,-0.0996509,0.0244585,0.556271,0.0328054,0.0284339,0.0477637,0.695171,0.141904,-0.647851,-0.438126,0.271263,0.368546,-0.1235,0.128845,0.144408,-0.0035377,0.0795863,0.210653,-0.138973,0.0474033,0.438613
3,-17159,1.55722,24.6237,1.5979,0.0439227,-0.083028,-0.00379139,-0.0645656,-0.783688,-0.0548934,-0.340856,-0.0104928,-0.425967,-0.178637,0.166545,0.0142691,0.0973852,-0.0117557,-0.199254,-0.0452687,0.0266139,-0.000768412,0.0747852,0.0903725,0.0124403,0.377223,0.0302626,0.042785,0.0473413,1.40742,0.162429,-0.605026,-0.291713,0.256128,0.390031,-0.18413,0.128913,-0.00239006,0.0288199,0.0183772,0.336804,-0.152647,0.00735022,0.568294
3,-16505,2.787,22.0381,1.71721,0.0522882,-0.162752,-0.131812,-0.226309,-0.285513,-0.0393906,0.330951,-0.0132153,-0.281948,-0.170134,0.222539,0.0101929,0.0433963,-0.0122025,-0.108633,-0.0390892,0.0222677,0.0181735,0.25166,-0.102603,0.0248109,0.51116,0.0354532,0.0300885,0.0524237,0.891725,0.13276,-0.551814,-0.396126,0.262184,0.407098,-0.10347,0.122266,0.13003,0.0117282,0.0624251,0.182243,-0.1504,0.00964358,0.463125
3,-16762.2,2.49649,22.5484,1.7303,0.0504688,-0.0598015,-0.0479016,-0.0880185,-0.25983,-0.041817,0.362365,-0.0120449,-0.368389,-0.168131,0.184461,0.00959263,0.0529534,-0.0130045,-0.178782,-0.0418147,0.023789,0.0164376,0.228635,-0.0318188,0.0232825,0.533449,0.0322505,0.0283395,0.0528568,1.0515,0.0579283,-0.550864,-0.397566,0.258489,0.251094,-0.14684,0.108963,0.0481092,-0.0116592,0.0209734,0.270549,-0.118343,0.0801899,0.480609
3,-16585.9,1.89588,23.0294,1.609,0.0501474,-0.0648744,-0.0730976,-0.132573,-0.416897,-0.0394025,0.257281,-0.0128054,-0.242149,-0.162935,0.126493,0.0105601,0.0607397,-0.0133372,-0.0863817,-0.0361505,0.0244071,0.0168422,0.103515,-0.0297494,0.0229454,0.561663,0.0316488,0.0345957,0.0582944,1.16212,0.0806316,-0.422937,-0.385956,0.265702,0.476874,-0.180632,0.12065,0.0586528,0.00883259,0.0258476,0.300177,-0.134889,0.0262539,0.427383
3,-16955,1.94695,22.9648,1.63532,0.047059,0.00897935,0.0973412,0.0745485,-0.58805,-0.0292438,0.261889,-0.0183356,-0.324308,-0.237205,0.200909,0.0156541,0.0361784,-0.0140352,-0.0943911,-0.0254077,0.0231467,-0.00101854,-0.071034,0.0417761,0.0147997,0.664433,0.0401031,0.0483798,0.0153406,1.17405,0.0617912,-0.508726,-0.392599,0.262948,0.258453,-0.155547,0.149346,0.0201998,0.0239907,0.0252587,0.291015,-0.172354,0.0316587,0.560207
3,-17131.2,2.58011,22.1114,1.64834,0.0501302,-0.164061,-0.141038,-0.237986,-0.379572,-0.0399843,0.458704,-0.0132182,-0.274027,-0.154646,0.183051,0.00988046,0.0447528,-0.0124752,-0.105838,-0.0400204,0.0230531,0.0181867,0.211662,-0.109026,0.0249289,0.558262,0.034917,0.0282909,0.0549235,0.786165,0.150202,-0.589939,-0.421205,0.268663,0.246849,-0.0760353,0.125191,0.126794,-0.0226576,0.0855106,-0.0275709,-0.126655,-0.0259403,0.467087
3,-16743.9,1.95909,22.6976,1.61659,0.0507647,-0.134755,-0.0955434,-0.139413,-0.105568,-0.0389884,0.384791,-0.0130202,-0.21096,-0.206655,0.123937,0.0103708,0.0578897,-0.0126016,-0.0740015,-0.0378299,0.026217,0.0168943,0.147872,-0.0667357,0.0243678,0.607062,0.0296922,0.0278882,0.0534838,1.13733,0.144015,-0.724716,-0.411658,0.270724,0.453396,-0.247414,0.176631,0.0173215,0.0165748,0.016938,0.433082,-0.22767,0.0220131,0.608428
3,-16801.4,0.856467,23.5901,1.44409,0.0497391,-0.0596093,-0.0789707,-0.131485,-0.388852,-0.040668,0.299132,-0.0117448,-0.218144,-0.165789,0.0576887,0.0108523,0.0511879,-0.0135897,-0.0993224,-0.0363428,0.0256657,0.020551,0.143879,-0.00830326,0.0231307,0.555719,0.0307881,0.0336867,0.0457027,1.68199,0.0837779,-0.512191,-0.406139,0.269091,0.421321,-0.136946,0.0778337,-0.0391974,0.0359112,0.0197612,0.264855,-0.065338,-0.0104552,0.35194
3,-16316.9,1.69993,22.5637,1.55427,0.0484734,-0.0717318,-0.0616914,-0.0762383,-0.115538,-0.0506322,0.329391,-0.0122631,-0.320946,-0.162168,0.14012,0.00923704,0.0515608,-0.0139014,-0.14621,-0.0411906,0.0229959,0.0188281,0.13145,-0.0271796,0.0218769,0.366456,0.033364,0.0330257,0.0532441,1.12417,0.139861,-0.57263,-0.419958,0.2638,0.462277,-0.23132,0.16698,-0.00918261,0.0425488,0.0283527,0.42574,-0.181696,0.0169972,0.535375
1,-16878.2,2.62365,21.1245,1.70179,0.0491899,-0.0852319,0.248637,-0.020234,-0.14575,-0.0350342,0.217052,-0.0274885,-0.372663,-0.069657,0.178068,0.0197112,0.109012,-0.0171064,-0.0217914,0.0485734,0.0196411,-0.0216328,0.0969952,0.168119,-0.00563893,0.467956,0.00169923,0.0969584,-0.00467,1.02096,0.0644504,-0.598977,-0.386169,0.276974,0.288286,-0.132787,0.128833,0.0887486,-0.00237505,0.0503367,0.266827,-0.130264,0.0915909,0.497906
3,-17071.5,2.83367,21.8547,1.71727,0.0522566,-0.143928,-0.130834,-0.20978,-0.298046,-0.0404543,0.379076,-0.012766,-0.337166,-0.128392,0.19534,0.00990941,0.0458927,-0.0123042,-0.113157,-0.0381681,0.0229437,0.0188539,0.22728,-0.0869766,0.0245969,0.566883,0.0356908,0.0283744,0.0542418,0.790085,0.163863,-0.733386,-0.42262,0.276356,0.335021,-0.0737612,0.117317,0.125931,0.024112,0.0739227,0.129408,-0.114142,0.00458626,0.393912
3,-16194.5,2.57341,21.8723,1.69008,0.0509989,-0.0694379,-0.0598579,-0.153938,-0.171275,-0.0390796,0.282606,-0.0122422,-0.285617,-0.146295,0.162276,0.0103829,0.0572641,-0.0127001,-0.11847,-0.0329489,0.0251902,0.0175427,0.170688,-0.0501835,0.0244842,0.587773,0.0328146,0.0331197,0.0564793,1.08171,0.0375499,-0.449092,-0.383214,0.25928,0.203239,-0.073021,0.11052,0.0623496,0.0202543,0.0407197,0.181013,-0.131176,0.0223357,0.41827
3,-16493.6,3.01827,20.8534,1.72784,0.0562481,-0.148477,-0.128168,-0.203597,-0.312806,-0.0394085,0.393306,-0.0127641,-0.270727,-0.141189,0.217183,0.0101805,0.0459402,-0.012182,-0.109778,-0.0388045,0.0236407,0.0184783,0.223713,-0.0922901,0.0252321,0.564209,0.0354797,0.0295796,0.0552128,0.842716,0.149478,-0.667325,-0.407254,0.259224,0.276018,-0.0652703,0.123108,0.11685,0.0285883,0.0788218,0.133126,-0.120936,0.00961867,0.408632
3,-16316.3,2.64722,22.3648,1.67295,0.0482015,-0.148862,-0.133531,-0.221442,-0.348024,-0.0395507,0.451222,-0.0129307,-0.263766,-0.145985,0.184541,0.0100223,0.044957,-0.0122702,-0.106616,-0.0379973,0.0236132,0.0186168,0.212933,-0.0976115,0.0250582,0.525689,0.0346125,0.02912,0.0542557,0.89382,0.149047,-0.617635,-0.349302,0.256959,0.295744,-0.0398977,0.104994,0.113999,0.0383438,0.0729174,0.1096,-0.10978,-0.00886379,0.388128
3,-16349.1,1.30827,23.0098,1.52095,0.0485575,-0.0229128,-0.0190177,-0.0925455,-0.549601,-0.0508241,0.161889,-0.0125495,-0.253152,-0.181428,0.171351,0.0104123,0.048425,-0.0141898,-0.12577,-0.0469808,0.0270705,0.0126897,-0.101365,-0.00386996,0.0193609,0.567371,0.0308882,0.0442997,0.0374109,1.20913,0.127893,-0.632546,-0.451856,0.275426,0.583812,-0.200983,0.101815,-0.00639924,0.0266238,0.01835,0.414259,-0.0990225,0.0280765,0.467961
3,-16801.1,2.81787,22.6714,1.70194,0.0470744,-0.139777,-0.1318,-0.220238,-0.243918,-0.0435139,0.384803,-0.0135036,-0.287887,-0.182503,0.167137,0.0095269,0.0434121,-0.0131903,-0.109518,-0.0412574,0.0219355,0.0184815,0.206899,-0.0865354,0.0229467,0.526661,0.0315261,0.0288006,0.0493426,0.885125,0.13643,-0.573648,-0.38025,0.261144,0.417056,-0.125484,0.115094,0.123241,0.000323737,0.0546334,0.251213,-0.128729,0.0502625,0.424535
3,-16953.8,2.87748,22.9415,1.7525,0.0469517,-0.157538,-0.129039,-0.222981,-0.24188,-0.0393258,0.437004,-0.0133831,-0.252114,-0.161266,0.192828,0.0101262,0.0443408,-0.0126606,-0.108508,-0.040833,0.0218968,0.0161257,0.200687,-0.105166,0.0226595,0.632645,0.0321964,0.0277187,0.048289,0.776658,0.150483,-0.621782,-0.348385,0.261803,0.39394,-0.112023,0.122551,0.105884,0.0106543,0.0467818,0.146669,-0.142556,-0.00594075,0.450141
3,-17104.2,2.07797,22.2427,1.56829,0.0503477,-0.153141,-0.137099,-0.231981,-0.291086,-0.0409265,0.380797,-0.0131423,-0.249094,-0.164482,0.202788,0.00971392,0.0442413,-0.0126145,-0.109023,-0.0398253,0.0225249,0.0183201,0.220337,-0.0980925,0.0246212,0.500767,0.0343985,0.0285033,0.0537115,0.76404,0.139372,-0.638093,-0.490674,0.27232,0.353578,-0.0239357,0.0975513,0.117051,0.0467949,0.0699612,0.148087,-0.0798314,0.0092844,0.343839
3,-16861.1,1.92053,22.552,1.57442,0.0494906,-0.0980855,-0.0670445,-0.118041,-0.283021,-0.0506228,0.40199,-0.0153009,-0.359852,-0.266793,0.226556,0.00992578,0.0713416,-0.0155691,-0.188719,-0.0509837,0.0260307,0.0148709,0.125909,-0.000418676,0.0177376,0.793699,0.024466,0.0349448,0.0564279,0.904158,0.191227,-0.664967,-0.442411,0.261848,0.490327,-0.139077,0.120636,0.072194,0.0277654,0.0396324,0.250315,-0.133558,0.00245664,0.442766
3,-17385.1,2.88063,21.632,1.71092,0.0497594,-0.146008,-0.126783,-0.214379,-0.277881,-0.0393179,0.379707,-0.0128075,-0.257913,-0.125444,0.186109,0.0101775,0.0456284,-0.012123,-0.109465,-0.0374826,0.0238231,0.018478,0.226678,-0.0989789,0.0250586,0.756055,0.0348127,0.0288774,0.0545071,0.855137,0.124829,-0.595773,-0.374782,0.272022,0.326667,-0.102555,0.1259,0.104023,0.0134966,0.0558582,0.181942,-0.13936,0.0174614,0.43094
3,-16940.7,2.65923,21.5686,1.70632,0.0519288,-0.153672,-0.120563,-0.197151,-0.275013,-0.0428806,0.262445,-0.0143602,-0.294341,-0.164166,0.134585,0.00951629,0.0450315,-0.0132176,-0.116768,-0.0422152,0.021917,0.0173031,0.201318,-0.113497,0.0228154,0.573608,0.0313713,0.0282795,0.0551581,1.04967,0.117189,-0.666446,-0.355967,0.273073,0.297844,-0.120538,0.114943,0.101023,-0.000926216,0.0583986,0.279342,-0.117964,0.0916156,0.504208
3,-16331.1,2.6266,22.3129,1.68632,0.0502879,-0.158951,-0.12616,-0.20838,-0.249564,-0.0399612,0.423137,-0.0131784,-0.194605,-0.154175,0.229772,0.0099289,0.0480928,-0.012113,-0.109859,-0.0388287,0.021962,0.018173,0.222625,-0.102752,0.0242307,0.555774,0.0351602,0.0279292,0.0555357,0.87923,0.145166,-0.568871,-0.40581,0.258203,0.343708,-0.0816505,0.12378,0.11325,0.0284976,0.0667212,0.151921,-0.105493,0.0134445,0.37061
3,-16727.8,2.32238,22.6354,1.65417,0.049279,-0.10522,-0.0326269,-0.220935,-0.185052,-0.0388069,0.0266353,-0.0173135,-0.300188,-0.111126,0.156714,0.00936582,0.0440728,-0.014249,-0.128712,-0.0360257,0.0300335,0.00242298,0.0378868,0.10688,0.0220421,0.524231,0.0149697,0.0462095,-0.0107998,0.925381,0.149486,-0.543025,-0.379027,0.270508,0.590841,-0.164322,0.112927,0.099216,0.012923,0.0427563,0.181107,-0.112877,0.0147118,0.402005
3,-16800.1,2.76428,21.4971,1.66343,0.0502946,-0.146595,-0.117759,-0.217325,-0.261623,-0.0420058,0.426326,-0.0131182,-0.320772,-0.158914,0.214228,0.00952504,0.0479888,-0.0126253,-0.117348,-0.0393433,0.0229473,0.0179131,0.210411,-0.0899856,0.0234404,0.476204,0.0333886,0.0270677,0.0540282,0.820595,0.124126,-0.569124,-0.445327,0.274632,0.485597,-0.128662,0.112368,0.160596,0.000435559,0.0767195,0.253943,-0.101482,0.0650055,0.380545
3,-17035.4,3.12022,21.4506,1.70465,0.0483294,-0.165237,-0.134407,-0.207828,-0.289145,-0.0417863,0.34492,-0.0134831,-0.339105,-0.143759,0.180005,0.0096435,0.0438396,-0.0124005,-0.107282,-0.0404455,0.0229929,0.0181402,0.230442,-0.104527,0.0242976,0.620718,0.0337127,0.027491,0.0523149,0.874782,0.130857,-0.71087,-0.381148,0.277312,0.330855,-0.0723861,0.138092,0.12865,0.0348327,0.0824685,0.153419,-0.144124,0.00260986,0.447438
3,-16684.7,2.8948,21.4881,1.72135,0.0532377,-0.159483,-0.140322,-0.221735,-0.270932,-0.0401268,0.434942,-0.0131783,-0.23987,-0.153899,0.182314,0.00989391,0.0455352,-0.0123377,-0.0987503,-0.0393776,0.0222812,0.0183952,0.20376,-0.103846,0.0248455,0.574388,0.0348075,0.0285395,0.0541704,0.797418,0.172708,-0.544725,-0.38546,0.262538,0.233663,-0.043717,0.1355,0.10431,0.033244,0.0684601,0.163778,-0.159086,0.0208418,0.478533
3,-16987.8,2.56273,22.8304,1.76491,0.0487347,-0.0133845,-0.0255935,-0.0479475,0.00692652,-0.0338764,0.204108,-0.0107736,-0.365763,-0.11935,0.171265,0.0120656,0.0577214,-0.0109496,-0.138207,-0.0303311,0.0255064,0.0184174,0.171716,-0.0285959,0.0242668,0.322442,0.0392135,0.0346257,0.0488121,1.05664,0.0614781,-0.527644,-0.388944,0.261837,0.212015,-0.140128,0.125144,0.0486954,-0.0115297,0.0243054,0.274437,-0.157361,0.0787871,0.52237
3,-16783.5,2.90366,21.1307,1.69374,0.0539174,-0.157817,-0.135552,-0.218419,-0.341901,-0.0395223,0.34456,-0.0132777,-0.245083,-0.13822,0.174338,0.0099235,0.0437413,-0.0122702,-0.111364,-0.0377408,0.0234065,0.0179736,0.229463,-0.104704,0.0245719,0.549609,0.0341414,0.0285828,0.0516719,0.760346,0.156654,-0.554151,-0.408675,0.265472,0.363906,-0.105082,0.1308,0.124595,0.0138824,0.06741,0.186896,-0.151316,0.0160201,0.456658
3,-17129.4,2.98036,22.1083,1.72189,0.0485766,-0.148381,-0.146202,-0.225342,-0.29379,-0.0405464,0.439382,-0.0130546,-0.288607,-0.165472,0.167975,0.00981489,0.0460335,-0.0127043,-0.098016,-0.0394747,0.022684,0.0178905,0.2034,-0.0861751,0.0244862,0.481232,0.0338264,0.0285495,0.0539824,0.890606,0.156375,-0.591887,-0.311773,0.270911,0.286014,-0.0870888,0.103412,0.0992657,0.00374292,0.0494611,0.168191,-0.133198,0.0218577,0.516421
3,-16806.5,2.58011,22.1114,1.64834,0.0501302,-0.164061,-0.141038,-0.237986,-0.379572,-0.0399843,0.458704,-0.0132182,-0.274027,-0.154646,0.183051,0.00988046,0.0447528,-0.0124752,-0.105838,-0.0400204,0.0230531,0.0181867,0.211662,-0.109026,0.0249289,0.558262,0.034917,0.0282909,0.0549235,0.786165,0.150202,-0.589939,-0.421205,0.268663,0.246849,-0.0760353,0.125191,0.126794,-0.0226576,0.0855106,-0.0275709,-0.126655,-0.0259403,0.467087
3,-16917.2,3.25033,20.1757,1.76996,0.0562108,-0.156283,-0.135978,-0.22282,-0.282991,-0.0403475,0.416753,-0.0134024,-0.313689,-0.156892,0.20015,0.00988623,0.0455492,-0.0125131,-0.107618,-0.0401142,0.0226629,0.0179307,0.220963,-0.106419,0.0243648,0.583348,0.0339744,0.0291127,0.0544428,0.865342,0.150752,-0.603912,-0.369863,0.263759,0.224029,-0.0397096,0.145398,0.110055,0.047369,0.0863933,0.151785,-0.151704,0.0139709,0.43704
3,-16997.1,3.06294,21.0065,1.75129,0.0554532,-0.160049,-0.136649,-0.21573,-0.295231,-0.040978,0.481748,-0.0133806,-0.298015,-0.151294,0.202671,0.0096901,0.0479219,-0.0125212,-0.113783,-0.0404634,0.0227096,0.0181342,0.201019,-0.105094,0.0243964,0.553307,0.0344565,0.0280554,0.056796,0.853649,0.143901,-0.648966,-0.423764,0.254833,0.26454,-0.0612739,0.12036,0.105429,0.0240025,0.0641029,0.0986178,-0.0924915,0.00753044,0.338283
3,-16940.7,2.81121,21.9331,1.71438,0.051438,-0.146062,-0.127315,-0.211178,-0.277679,-0.0391877,0.396681,-0.0129894,-0.267416,-0.161475,0.198991,0.0102185,0.0459791,-0.0122418,-0.106983,-0.0388793,0.0232482,0.018185,0.228493,-0.103061,0.0246424,0.521407,0.0346355,0.0290463,0.0532877,0.955316,0.149897,-0.648422,-0.345772,0.263863,0.261896,-0.058989,0.114871,0.101959,0.024883,0.062266,0.14395,-0.10726,0.0215467,0.35261
1,-17124.3,1.92481,21.8842,1.55786,0.0493927,0.0106153,0.305998,0.2291,-0.398476,-0.0183722,-0.134351,-0.0186185,-0.292174,-0.380773,0.20031,0.023206,0.0762469,-0.00797182,0.0107939,-0.021118,0.0314247,0.00596625,0.0390015,0.0260071,0.021811,0.93868,0.015387,0.0869374,0.0746582,1.24705,0.0551165,-0.43154,-0.371651,0.276654,0.209836,-0.136006,0.136392,0.0322015,0.00831936,0.0231265,0.252766,-0.166341,0.0457048,0.526349
3,-16835.7,2.76772,22.1938,1.70994,0.0513761,-0.163697,-0.1444,-0.229165,-0.331256,-0.0412786,0.481,-0.0135779,-0.273242,-0.15953,0.175598,0.00956534,0.0455169,-0.0127803,-0.103485,-0.0409035,0.0221312,0.0175046,0.192768,-0.105113,0.0240455,0.476239,0.0334421,0.0275332,0.0539531,0.846809,0.147149,-0.561704,-0.372415,0.263308,0.240933,-0.0275395,0.102432,0.103002,0.0298162,0.0614568,0.164198,-0.119059,0.0283207,0.45156
3,-16855.2,2.63873,21.9708,1.68045,0.0527011,-0.154946,-0.135659,-0.222115,-0.297351,-0.0391855,0.392613,-0.0129364,-0.270401,-0.154976,0.202277,0.01004,0.0458358,-0.0122546,-0.101722,-0.0390835,0.0232169,0.0183163,0.231295,-0.0989,0.0250477,0.570719,0.0353503,0.0290426,0.0558211,0.921334,0.148349,-0.563867,-0.361731,0.262516,0.230601,-0.0275639,0.104488,0.0844292,0.0339948,0.0501204,0.110871,-0.117833,-0.00479193,0.427525
