agemonths,haz,waz,hcaz
7,-1.845798156,-2.015918547,-1.863144485
8,-1.848869533,-2.09034516,-2.025019516
9,-1.993181142,-2.301039245,-1.9107471
10.1,-1.814438481,-2.132564707,-2.071313123
11.1,-2.069231933,-2.178317779,-2.177899639
12.1,-1.997458246,-2.390144648,-2.016400249
13,-2.169459566,-2.382602773,-2.205120903
14.1,-2.278068875,-2.634169777,-2.234199588
15,-2.434539367,-2.523320774,-1.996316066
16.1,-2.438003356,-2.454349627,-1.923191326
17,-2.540542946,-2.455767275,-2.036383246
18.1,-2.157643036,-2.443520285,-1.193091661
19.1,-2.390759318,-2.706120619,-1.309096231
20.1,-2.649872587,-2.742303157,-1.496471195
21,-2.576839767,-2.756739734,-2.034792852
22,-2.678006292,-2.730758786,-2.062507836
23.2,-2.524360149,-2.569018063,-2.021028598
23.9,-2.513595201,-2.52929182,-1.870099514
0.2956636,0.279722216,-0.014859167,-0.30159355
1,-0.084553684,0.580945883,0.647919274
1.9,-0.561036648,0.75927103,-0.709233812
3.1,-0.576170252,0.689648575,-0.407172697
4,-0.255400513,0.422882524,-0.173159633
4.9,0.346574957,0.182638399,0.002901012
6.1,-0.116244123,0.006533373,-0.069900714
7,0.547060996,-0.005647352,-0.291469725
8,0.2130599,-0.03242708,-0.486019957
9.2,-0.173718637,-0.235478223,-0.851630455
10,0.077482497,-0.20616226,-0.780210328
11,-0.217282121,0.19720535,-0.821756336
12.1,-0.133325278,-0.202042284,-0.842406494
13,-0.192806076,0.041946987,-0.735349727
13.9,-0.43339408,0.152372853,-0.591187228
15,-0.709436691,-0.323080522,-0.777291627
16,-0.933018285,-0.461142366,-0.767792908
17,-0.77066103,-0.844048641,-0.752724426
18,-1.061319403,-0.86059801,-0.808045534
18.9,-0.678977078,-0.93864151,-0.918558962
20,-0.951630792,-0.824123486,-0.96261338
21,-0.810655468,-0.937752646,-0.996726039
22,-0.828305198,-0.767041958,-1.022754394
23,-0.705173146,-0.558393799,-1.04425904
24,-0.753545946,-0.548950366,-0.844454374
0.131406,-1.362569923,-1.299030607,-2.303971613
1,-1.042656729,-1.712828892,-2.285885367
2,-2.166070212,-2.300484232,-2.629760973
3,-2.684568085,-2.250947185,-2.149664805
4,-2.322447771,-2.200693368,-2.183721411
5,-2.790511666,-2.197844888,-2.11429382
6,-2.636020263,-1.545442864,-2.325640292
6.9,-2.334436043,-1.557289386,-2.385135516
8,-1.188626583,-1.257911763,-2.038394696
9,-1.324537828,-1.091358157,-1.990338348
10.1,-1.481682355,-1.150038719,-2.317934203
11,-1.538353742,-2.366961276,-2.561714096
12,-1.799095763,-1.278146038,-2.625096061
13,-2.031994252,-1.071907983,-2.663172263
14,-1.82146183,-0.896305734,-2.59690791
15.1,-1.669745293,-0.872668985,-2.464436239
16,-1.641672804,-1.131988247,-2.294542067
16.9,-1.770719236,-1.266873321,-2.335201211
18,-1.75477687,-1.065334706,-2.161125142
18.9,-1.69671574,-1.228938515,-1.969541756
19.9,-1.830739058,-1.734867286,-2.005324733
21,-1.949930772,-1.42464776,-2.109188408
22,-1.894256089,-1.472020961,-1.84033464
23,-1.975093033,-1.433062522,-1.855821104
23.9,-1.891207357,-1.164981975,-1.943575057
0.131406,0.200976398,-0.708451955,-1.502703025
1,-0.721714171,-1.033946238,-2.089432486
1.9,0.058766349,-1.642339791,-1.787791497
3,0.248412555,-1.678681962,-1.064498967
4,-0.326597009,-1.695029381,-1.176552826
4.9,-0.18070961,-1.86093165,-1.479679691
6,-0.440479211,-2.033875752,-0.602983873
7,-0.64105407,-2.503804991,-1.084167768
8,-1.007163879,-2.435529811,-1.387337764
9,-1.284639678,-2.087873108,-1.358053083
10,-1.097035982,-2.526213851,-1.440784513
11,-1.086355754,-2.406505635,-1.682054379
12,-0.972916319,-1.928917184,-1.540905319
13,-1.214192924,-1.945464957,-1.590721255
14,-1.25824933,-2.010417684,-1.188043356
15,-1.335715052,-1.951670259,-1.359377978
16,-1.218676243,-1.554501206,-1.137775239
16.9,-1.260989789,-1.838946549,-1.265579167
17.9,-1.256483805,-1.882926531,-1.253441063
19,-1.344869654,-2.039655073,-1.161875194
19.9,-1.577262337,-1.916150856,-1.20512455
21,-1.346926824,-1.533423857,-1.247329761
22,-1.309506911,-1.372359605,-1.285390197
23,-1.099940168,-1.693067078,-1.316512899
24,-0.792517995,-1.550103175,-1.282158148
0.3942181,-1.830897486,-3.302039315,-2.722731346
1,-2.943779295,-3.662000347,-2.627428014
2,-1.956785206,-3.10492237,-2.486262393
3.1,-1.336707304,-2.195114693,-1.795852201
4,-1.573679353,-1.710539262,-1.887460878
4.9,-1.536031689,-1.951590718,-1.557520697
6,-1.677053553,-1.845780301,-1.634032208
7,-1.398156753,-1.549521662,-1.677874878
8.1,-1.505522743,-1.816330311,-1.961939747
9,-0.989128119,-1.666959781,-2.12537414
10.1,-1.437577811,-1.903986722,-2.192137373
11.1,-1.544742822,-1.533356388,-2.082309276
12.1,-1.351814199,-1.443466687,-2.14358801
13.1,-1.445720667,-1.377562208,-2.12189136
14.1,-1.483502959,-1.557151652,-2.300347043
15,-1.372187079,-1.718425365,-2.452477027
16,-1.433389426,-1.23777472,-2.519099811
17,-1.458980979,-1.256407787,-2.580434078
18,-1.312696957,-1.494436135,-2.347892332
19,-1.514027137,-1.648330913,-2.390302228
19.9,-1.411150793,-1.442756122,-2.431310649
21,-1.398487179,-1.468718897,-2.47896872
21.9,-1.396781362,-1.495168809,-2.504053588
23,-1.432226381,-1.492091361,-2.614839824
23.9,-1.511358295,-1.428542277,-2.633716704
0.2628121,1.061063539,-0.350287003,-2.278319997
1,0.444191136,-0.037771106,-2.57245308
2.1,-0.037279796,0.21418355,-2.760309525
3,-0.170382686,0.053670926,-2.462437543
4.1,-0.46628919,0.013945972,-2.746580294
5.1,-0.286965172,0.318214997,-2.72437761
6,-0.331261007,0.241229888,-2.845755858
6.9,0.265935045,0.149132576,-2.11996885
8,-0.095762259,0.057750614,-2.227947923
8.9,-0.023458716,0.071059682,-2.543490986
10,-0.003563909,0.250947889,-2.555022896
11,-0.308917968,-0.000655447,-2.650383736
12,-0.530497222,0.037469612,-2.859012805
13.1,-0.68627399,0.003012219,-2.708211161
14.1,-0.912256643,0.017110926,-2.879543973
15,-0.848905925,-0.174844466,-2.666270348
16.1,-0.623593467,0.251064248,-2.683046333
17,-0.464190368,-0.034750428,-2.721389136
18,-0.922982353,-0.189874728,-2.705109826
19.1,-0.632546803,-0.254215215,-2.762611346
19.9,-0.547370761,-0.356590634,-2.647696431
21.1,-0.398002389,-0.132456367,-2.698372602
22,-0.527094959,-0.307370191,-2.730486289
23,-0.762039727,-0.020409315,-2.755206777
23.9,-0.611684863,-0.227356833,-2.777040425
0.5584757,0.194930268,-1.231182389,-2.174455528
1,-0.131463003,-1.005176277,-2.201533569
1.9,-0.187323889,-1.21296541,-2.118435384
3.1,-0.388990402,-1.569061733,-2.037068078
4,-0.063838584,-1.765946255,-1.942528284
5,-0.659029262,-2.520645809,-1.7327951
6,-0.354456114,-2.195601573,-1.787448057
7,-0.661862717,-2.279948083,-2.085545073
8,-1.153207704,-2.417426989,-2.453837401
9,-1.36143179,-2.377085279,-2.573607702
10,-1.421027707,-2.2834361,-2.406457779
11.1,-1.133538158,-2.363581147,-2.592045749
12,-1.570285099,-2.63047243,-2.283416777
13,-1.608232415,-2.278167753,-2.476610077
14,-1.468483684,-2.448457517,-2.497456418
15,-1.870892591,-2.412541278,-2.666270348
16.1,-2.051234188,-2.237399496,-2.683046333
16.9,-1.964117808,-2.501441168,-2.353656631
18,-2.12904479,-2.507479306,-2.415584251
19,-2.055331083,-2.625771749,-2.390302228
19.9,-2.042374662,-2.55849067,-2.431310649
21,-2.041504775,-2.55906976,-2.474733422
22,-1.950636366,-2.711933745,-2.507380653
23,-2.030548785,-2.401375524,-2.614839824
24,-1.922524886,-2.562918436,-2.636822108
0.131406,-2.257750349,-2.098409619,-1.499146933
1,-2.875898725,-2.336807579,-3.697324385
1.9,-1.862629657,-2.494703384,-2.244925934
3,-2.747656215,-3.036940071,-2.4208697
3.9,-2.494784151,-2.73059068,-2.044741279
4.9,-2.45067846,-2.46172796,-1.571933941
6,-2.705905582,-2.24965071,-1.488266315
7,-3.068430654,-2.485858581,-1.848157735
8,-2.736023048,-2.386427866,-2.092697502
9,-2.911407613,-2.252961467,-2.218435503
10,-2.672015393,-2.426649227,-2.29894289
11,-2.622460772,-2.426758853,-2.389245772
12,-2.695028508,-2.277567726,-1.599207319
13,-2.842083548,-2.731640077,-1.57377047
14,-2.965139628,-2.844077385,-1.756268762
15.1,-3.326786602,-3.09257179,-1.929171301
16,-3.022471583,-2.26026833,-1.909435813
17,-3.185119838,-2.599616568,-1.960616484
17.9,-3.256076568,-2.766930343,-1.776170133
19,-3.278362937,-2.663512957,-1.826880092
19.9,-3.25399884,-2.659036761,-1.855846538
20.9,-3.334653307,-2.595865488,-1.882619665
22,-3.419742505,-2.543569959,-1.985939495
22.9,-3.471390847,-2.656527071,-2.000314516
24,-3.248879284,-2.480325722,-2.096333094
0.3942181,-0.618801401,-1.410193966,-0.290557867
1,-0.323951248,-1.319317066,-0.866752002
1.9,-0.236541936,-1.624001931,-1.291825666
3,-0.806520679,-1.681961876,-0.228196172
4.1,-0.819270536,-1.783567032,-0.877511698
4.9,-0.903548052,-1.830941707,0.388504463
5.9,-0.570718266,-1.903194207,-0.107780983
7,-1.009143528,-2.069384052,-0.234508976
7.9,-1.326791921,-2.254535372,-0.471485779
8.9,-1.515532506,-2.253738806,-0.824158358
10,-1.590913816,-2.174642589,-0.679767399
10.9,-1.666089449,-2.333167827,-0.787114211
12,-1.929918339,-2.523780472,-1.018952046
12.9,-2.037608976,-2.166433371,-0.850901835
14,-1.990372638,-1.900022685,-0.88977731
15,-1.761394019,-2.059342389,-0.698381786
15.9,-1.804266371,-1.73315495,-0.619170063
17,-2.055787366,-1.744622281,-0.694310943
17.9,-2.098000933,-1.797766791,-0.738354122
18.9,-1.740418117,-1.918361294,-0.724424243
19.9,-1.544040028,-1.936615708,-0.772352985
21,-1.682745249,-2.22608038,-0.818911787
21.9,-1.396781362,-2.073689046,-0.63492769
23,-1.549791678,-1.897074172,-0.602028614
24.1,-1.265330651,-1.810458817,-0.640407495
0.5256242,-1.460869796,-1.538491172,-1.925768122
0.9,-1.222980409,-1.710647098,-2.031737526
2,-0.922910676,-0.803788252,-2.35805966
3,-0.122909104,-0.35976241,-1.657377373
3.9,0.046872898,-0.18668472,-1.815582998
5,-0.324315356,-0.126130171,-1.908386439
5.9,-0.040269874,-0.340070196,-2.028325938
7,-0.359740838,-1.061629502,-2.237392251
8,-0.307251348,-1.326404573,-2.529133894
8.9,-0.437923658,-1.491270491,-2.468737394
10,-0.813543222,-1.588015418,-2.33217522
11,-1.086355754,-1.538737701,-2.125556149
12,-1.167118945,-1.296376073,-2.12959885
13,-1.22800866,-1.331892491,-2.036701836
14,-1.332768094,-1.47288701,-1.918922074
15.1,-1.311566907,-1.148755969,-2.092959269
16,-1.361818365,-1.188047988,-2.155593345
16.9,-1.260989789,-1.403507857,-2.063502641
17.9,-0.728306705,-1.447462268,-2.045726316
19,-0.925965109,-1.472012683,-2.108777094
19.9,-1.045705395,-1.606628287,-2.142796273
20.9,-1.109045565,-1.45287368,-1.963873094
22,-1.167589472,-1.373740146,-2.011577811
23,-1.117319853,-1.465019009,-2.112482848
24,-0.947373205,-1.338806758,-2.142137902
0.4599212,-1.3201228,-1.741195157,-0.984251047
0.9,-1.222980409,-1.819068945,-1.176665127
1.9,-1.713083361,-2.075654801,-1.374486638
3,-1.557532937,-1.932176305,-1.306247408
3.9,-1.836596262,-1.885163646,-1.681714787
4.9,-1.400499481,-1.891035892,-1.71320271
6,-2.073845696,-1.307641965,-1.063569899
7.1,-1.58834342,-1.937177129,-1.491847855
8,-1.769044519,-1.894987273,-1.161436044
9.1,-1.957246808,-1.700883818,-1.388788575
10,-1.421027707,-1.75881393,-1.663632189
10.9,-1.666089449,-1.58979744,-1.082855038
12,-1.152462163,-1.072838179,-1.166156907
13,-1.22800866,-1.321108283,-1.230203395
14,-1.519065004,-1.537843793,-0.676428254
15.1,-1.493789718,-1.584129993,-0.489996556
16,-1.397603896,-1.461017738,-0.338061014
17,-1.553261844,-1.952842004,-0.39969428
17.9,-1.280263282,-1.962162114,-0.525332324
19,-1.432750844,-1.966764344,-0.591671271
19.9,-1.377928484,-1.814744559,-0.700224391
20.9,-1.402875712,-1.877881173,-0.883753693
22,-1.350456887,-1.64562414,-0.92940632
23,-1.257587959,-1.693067078,-1.029393789
24,-1.226112583,-1.880306969,-1.138828189
0.2628121,-1.48383477,-1.123022832,-1.246355329
0.9,-2.147573939,-1.027818143,-2.031737526
1.9,-1.860737503,-1.230423311,-2.118435384
3,-1.890207107,-1.320532983,-1.78974429
3.9,-2.037396288,-1.473677628,-1.18258971
4.9,-2.439579742,-1.891035892,-1.479679691
5.9,-2.206267475,-1.961157608,-1.260107956
7,-2.714264913,-2.399740697,-1.767562495
7.9,-2.809240995,-2.396293195,-1.902741537
9,-2.610078005,-2.235627685,-1.731822303
10,-2.620842977,-2.559210652,-2.025805926
10.9,-2.857429777,-2.281152394,-1.378595866
12,-3.096102603,-2.067578331,-1.386964198
13,-3.19294534,-2.10044416,-1.444056931
14,-3.195737193,-2.368665919,-1.480394843
15.1,-3.437005111,-2.299949932,-1.587852037
15.9,-3.405763895,-2.416102627,-1.70502054
16.9,-3.089122638,-2.281096169,-1.628271655
17.9,-3.074122161,-2.080810154,-1.683727746
19,-3.282136334,-2.293663688,-1.743794665
19.9,-3.263128014,-2.086489065,-1.778532893
21,-3.174020354,-2.116554084,-1.823330574
21.9,-3.321385376,-2.226443135,-1.857048469
22.9,-3.268103669,-1.993430707,-1.743924108
24,-2.867577811,-2.042125827,-1.783813005
0.3285151,-0.336992358,-0.797497765,-2.472713391
0.9,-1.590447185,-0.698537667,-1.706467911
1.9,-2.012813465,-0.884145293,-2.756823309
3,-1.572502528,-0.993085795,-1.913012695
3.9,-1.291713209,-0.92962057,-2.044741279
4.9,-1.597279113,-0.929000324,-1.489047891
5.9,-1.34881256,-0.94206422,-1.860950345
7,-1.31806865,-0.884094522,-2.091432414
7.9,-1.218677067,-0.964379232,-2.321079216
9,-0.859644247,-0.944998936,-2.3776686
10,-0.641434192,-0.848747937,-2.131887174
10.9,-1.145360322,-1.025054397,-2.224484014
12,-1.305382721,-0.737910887,-2.066333745
13,-1.316431526,-0.571751843,-1.960693435
14,-1.417455658,-0.690207799,-1.98149043
15.1,-1.47247847,-0.767164774,-2.15857056
16,-1.010405444,-0.867664759,-2.137764393
16.9,-1.011844984,-0.605203897,-2.259424814
17.9,-1.287064906,-0.871500222,-2.304096376
19,-1.162296246,-1.04259751,-2.348539429
19.9,-1.251172102,-0.753634432,-2.375532363
20.9,-1.208739072,-0.766833711,-2.403440818
21.9,-1.364615151,-0.664219433,-2.427380022
22.9,-1.297800585,-0.92254712,-2.3692401
24,-0.967401641,-0.839025299,-2.392281717
0.4599212,-0.269069615,-0.816173713,-1.944751537
1,-0.362703427,-0.994484648,-1.406276532
1.9,-0.285759984,-1.478731007,-1.787791497
3,-0.407750596,-1.006351598,-0.691305168
3.9,0.510043828,-0.973750355,-1.18258971
4.9,-0.18070961,-1.007414554,-1.090474659
6,-0.684135581,-1.163341762,-1.694529076
6.9,-0.945220006,-1.176258538,-1.359959941
8,-0.880183772,-1.378323657,-1.763840631
9,-0.474493624,-1.068216224,-1.741872847
10,-0.188731825,-0.847150975,-1.87724831
10.9,-0.673305842,-1.324128041,-1.748271899
12,-0.958098119,-1.267415507,-1.97578364
12.9,-1.200011161,-0.961262402,-1.584121856
14,-1.244816989,-1.109672077,-1.766693187
15,-1.274177781,-1.040677141,-1.858964888
15.9,-1.195019608,-1.048515763,-1.636944032
17,-1.096554451,-1.076256433,-1.41543578
18,-1.095276987,-1.167749225,-1.474626134
18.9,-1.131205778,-1.160282797,-1.519383008
19.9,-1.045705395,-1.181334766,-1.493638926
20.9,-1.076397771,-1.079889949,-1.531825334
22,-1.085111602,-1.149653217,-1.572917363
23,-1.014120352,-1.117703841,-1.60684509
23.9,-1.046009968,-1.384691638,-1.630450654
0.2299606,-0.375823909,-0.844077765,-2.181553248
0.9,-0.199881012,-1.243357249,-2.391590027
1.9,-0.611097918,-1.733800158,-2.074293476
3.1,-1.260341883,-1.85830631,-2.183003773
3.9,-1.195467534,-1.949788427,-1.960919796
4.9,-0.60164654,-1.91030421,-1.903478142
5.9,-0.693958356,-1.784738855,-2.271013882
6.9,-0.951503611,-1.752680013,-2.385135516
8,-1.032471447,-1.856888373,-2.426538237
8.9,-1.152536051,-1.95045308,-2.366961474
10,-1.499323556,-2.270528368,-2.675458089
11,-1.548720303,-2.2412006,-2.78111813
12,-1.558045591,-2.496169095,-2.767023383
12.9,-1.797104149,-2.025350607,-2.883188626
14,-1.955915918,-1.906118269,-2.909988279
15,-1.829203262,-1.808003421,-2.833135797
15.9,-1.682645743,-1.726402424,-2.662466347
17,-1.983107095,-1.866129001,-2.798171236
17.9,-1.54712305,-2.111286558,-2.681186549
18.9,-1.587672312,-2.008130621,-2.645173552
20,-1.698342545,-2.070376741,-2.681432396
21,-1.56681972,-2.002941692,-2.778748412
22,-1.655723418,-1.974849232,-2.58091196
22.9,-1.632199087,-2.011652022,-2.664380568
24,-1.571977115,-2.063852793,-2.754652192
0.1642576,-2.190640795,-2.498782776,-3.208204384
1,-2.413799736,-2.27294348,-3.269115779
1.9,-2.413303622,-1.927285049,-2.415558392
3,-2.013185161,-1.681311759,-3.098012373
4,-3.187723367,-2.567518002,-4.026736373
5,-1.577952788,-1.405946432,-2.091895326
6,-1.444171493,-1.543944096,-2.553655197
7,-1.342216365,-1.831189009,-2.237845183
7.9,-1.354877611,-1.695726651,-2.40144343
8.9,-1.554085465,-1.472049013,-2.526245557
10,-1.735807685,-1.526220614,-2.526622616
10.9,-1.661036751,-1.604881623,-2.694842912
12.2,-1.943524875,-1.306312681,-2.652264753
13.2,-1.186687769,-1.284997462,-2.395140606
14,-1.229274847,-1.32872809,-2.525415106
15,-1.45962019,-1.00262116,-2.154383092
15.9,-1.411388772,-1.133943344,-2.281678826
17,-1.6042177,-1.143746444,-2.267870211
17.9,-1.472820723,-1.509207772,-2.304096376
19,-1.546577733,-1.355825871,-2.205880065
19.9,-1.474924113,-1.287955049,-2.229542027
21,-1.541571479,-1.092893204,-2.261323595
22,-1.928332184,-1.218006398,-2.284681032
23,-1.382011146,-1.342763216,-2.153983854
24,-1.408290881,-1.177811618,-2.166899017
0.4599212,-1.3201228,-2.231364886,-1.595478632
1,-1.307522543,-2.584222885,-1.945996901
1.9,-1.663865313,-2.656414502,-2.201096356
3.1,-1.204927685,-3.13436779,-2.088782983
4,-1.127044538,-2.765533164,-1.23129788
5,-0.910699171,-2.670482338,-1.130722854
6,-0.971668252,-2.515179892,-1.557324284
7,-0.770629747,-2.563910182,-1.387898758
8,-0.964837177,-2.236994237,-1.763840631
8.9,-0.686602623,-2.078845736,-1.646447876
10,-1.137534947,-2.164998082,-1.663632189
10.9,-1.58666676,-2.491489568,-1.452531072
12.1,-1.196665088,-2.003385698,-1.407794233
12.9,-1.161938533,-2.215303012,-1.584121856
14,-1.468483684,-2.216723526,-1.474387895
15,-1.518075187,-2.467306259,-1.505124518
16,-1.529162709,-2.404660824,-1.642053178
17,-1.283449689,-2.443340591,-1.637372511
17.9,-1.452749713,-2.694830469,-1.683727746
19,-1.422664781,-2.701221054,-1.743794665
20,-1.563661776,-2.682904012,-1.789391649
21,-1.617516245,-2.805557139,-1.826803217
22,-1.53390222,-2.591444769,-1.932326321
22.9,-1.627552729,-2.890255124,-1.887498315
24,-1.736498094,-2.839330958,-1.848620168
0.3613666,-1.739343864,-1.57431494,-2.991680278
0.9,-2.259979047,-1.719732799,-2.648510821
1.9,-2.112936004,-1.544136043,-2.159609705
3,-1.566155981,-1.09950162,-2.962227511
3.9,-2.013555774,-0.999205158,-2.631491667
4.9,-2.166212011,-0.955398659,-2.400794443
5.9,-1.910116164,-1.460557778,-2.845102834
7,-1.686565914,-1.530662508,-2.983439569
8,-2.100835952,-1.744434283,-3.217371783
9,-2.19775079,-1.922011669,-3.173834084
10,-2.523756601,-1.883218464,-3.079252235
10.9,-2.348605324,-2.295009575,-3.086808661
12.1,-2.361017502,-2.274580372,-3.332201247
13,-2.429745163,-2.020758735,-3.198846925
14,-2.15776066,-1.884095071,-2.909988279
15.1,-2.537719312,-2.063774531,-3.076167596
15.9,-2.522849004,-2.079862246,-3.038723915
16.9,-2.605480913,-2.169283751,-3.017188779
17.9,-2.73596028,-2.27876221,-3.058276722
19,-2.661296905,-2.180553271,-3.027737964
19.9,-2.649113433,-1.976742843,-2.976933005
20.9,-2.533079087,-1.978743073,-2.998664994
22,-2.430904586,-1.88590647,-2.949124596
22.9,-2.501635192,-1.75563081,-2.885735918
24,-1.752125991,-1.679387937,-2.832862775
0.5584757,-1.007697457,-3.717166106,-2.174455528
1,-0.323951248,-0.730419332,-1.634317487
1.9,-0.138105841,-1.006253115,-1.622469553
3,-0.27436114,-0.992660888,-1.547995849
3.9,-0.045761288,-1.323387949,-1.97383132
4.9,0.045177403,-1.281775216,-1.868884722
6,-0.484624251,-1.578955731,-1.754448939
6.9,-0.555920168,-1.684471004,-2.195969741
7.9,-0.903235043,-1.791600601,-2.279387789
9.1,-1.378644348,-1.514535279,-2.509381831
10,-0.918365171,-1.55591357,-2.768594004
11,-0.943572241,-1.260054369,-2.354788171
12,-0.778713692,-1.026681326,-2.423945616
13,-0.999874408,-1.09843903,-2.329973997
14,-1.271271066,-1.09169863,-2.508962654
15,-1.091594199,-0.646379807,-2.441940941
15.9,-1.039380239,-0.775960221,-2.577525721
16.9,-0.979738581,-0.891297329,-2.426195129
17.9,-0.91175054,-0.901475964,-2.411688652
18.9,-0.961980128,-0.73666428,-2.314341774
19.9,-0.87959385,-0.894697711,-2.359182055
20.9,-0.9131588,-0.90534316,-2.395920854
21.9,-0.947707093,-0.954581187,-2.43216413
23,-0.982610274,-1.075113715,-2.468116355
23.9,-0.766800972,-1.332455344,-2.490392982
0.2299606,-1.058949023,-0.736422262,-1.3624674
1,-1.711422146,-0.395633111,-1.514986866
2,-0.415164708,-0.447195956,0.014157758
3,-1.076930984,-0.6762109,-0.000676926
4,-0.33828899,-0.781615442,-0.117313293
5,-0.203883459,-0.855724976,-0.186104607
6,-0.627534903,-1.229911388,-0.687461662
7,-0.535011965,-1.090995139,-1.037242139
8,-0.302813221,-1.662020548,-1.007340927
9,-0.878775619,-1.490447197,-1.035243368
10,-1.210508409,-1.363943505,-1.105575025
11,-0.895014104,-1.53606004,-1.151639367
12,-1.363294546,-1.44574141,-1.372831961
13,-1.413790582,-1.270279843,-1.425243202
14.1,-1.660395229,-1.445629956,-1.383009289
15,-1.789659761,-1.369984068,-1.302579736
16,-1.950991969,-1.743736935,-1.305252903
17,-1.703034708,-1.663541827,-1.291714859
18,-1.876920454,-1.583616076,-1.335785666
18.9,-1.69671574,-1.528823286,-1.29390996
20,-1.75314632,-1.477331158,-1.343461096
21,-1.854821198,-1.339728377,-1.443054588
22,-1.996484376,-1.770264252,-1.47004598
23,-2.149943508,-1.855374202,-1.490039246
23.9,-1.891207357,-1.657223459,-1.5027218
0.3942181,0.435195194,0.276672004,0.838665533
1,0.700238597,0.152915422,0.156668644
2.1,0.354623443,-0.232560102,0.204577183
2.9,0.422540865,-0.329775376,0.205913458
4.1,0.348568395,-0.572007197,-0.040945898
5,0.145105638,-0.536945952,-0.373351817
5.9,-0.505503606,-0.64223196,-0.125192643
6.9,-0.296386943,-0.652890089,0.008056094
8,-0.326824173,-0.707673034,-0.433016939
9,-0.327254927,-0.672335885,-0.631262266
10,-0.293003299,-0.970949462,-0.679767399
11,-0.68178664,-0.655256895,-0.662934172
12,-0.623351591,-0.536520961,-0.657865021
13.1,-0.876135659,-0.627987055,-0.216352007
14,-0.736617982,-0.76701371,-0.237901023
14.9,-0.335071695,-0.814141733,-0.09957457
15.8,-0.392283663,-0.767578808,-0.236334395
17,-0.569584382,-0.668415372,-0.327141316
17.9,-0.635963928,-0.694795764,-0.457145845
18.9,-0.555838569,-0.429740885,-0.507617306
19.9,-0.480926144,-0.454142058,-0.555967203
21,-0.237620039,-0.29475489,-0.527328745
22,-0.270897154,-0.361342974,-0.501870008
23,-0.194858323,-0.330231619,-0.530256009
23.9,-0.394522311,-0.420048421,-0.483860883
0.2299606,-0.440599949,-1.061594771,-2.189798842
1,-0.642793238,-0.71799567,-2.201533569
2,0.00958606,-0.779601787,-1.577842599
3,0.304353134,-0.750470899,-1.657377373
3.9,-0.448250552,-1.111114364,-1.602627372
5,-0.8847706,-0.904374311,-1.888377151
6,-0.970219692,-1.07135943,-2.061506289
6.9,-1.161497693,-1.537648505,-2.271970632
8,-1.345777497,-1.32857348,-2.140343498
9,-1.50933098,-1.496766719,-2.115520976
10,-0.698600336,-1.547752823,-2.3886591
11,-1.086355754,-1.492187348,-2.347307034
12,-0.958098119,-1.278385924,-2.122988501
13,-1.023928269,-1.239434591,-2.104046387
14,-1.085118798,-1.490131214,-2.289737164
14.9,-1.079079078,-1.235528781,-1.562476509
15.9,-1.087505473,-1.377108766,-1.709642172
17,-1.096554451,-1.728126818,-1.778200601
17.9,-1.256483805,-1.746967907,-1.832564858
18.9,-1.232741168,-1.533558633,-1.952996881
20,-1.231786876,-1.368387578,-2.077840371
21,-1.183793474,-1.183122279,-2.039330879
22,-1.318420618,-1.30538232,-2.151269087
23,-1.108650586,-1.092116355,-2.181025933
23.9,-1.201126077,-1.212170141,-2.132083679
0.3285151,-1.499100595,-1.205200314,-2.456054991
1,-1.285873913,-1.133401089,-2.089432486
2,-1.021113557,-1.088819326,-2.275552324
2.9,-1.482083274,-0.948916579,-2.376073471
3.9,-0.448250552,-0.64725981,-1.998064446
4.9,-0.632483637,-0.536471008,-1.946725729
6,-0.772354225,-0.756274938,-1.84802598
7,-0.187893387,-0.843039821,-2.05770801
8,-0.499243453,-0.848611024,-2.215644071
9,-0.823659821,-1.217206396,-1.901257359
10,-1.01603805,-1.132514791,-1.812197307
11,-1.086355754,-1.196826479,-2.051639188
12,-0.662192116,-1.296376073,-2.571118999
13,-1.023928269,-1.455922395,-2.324042873
14.1,-1.446319637,-1.524573501,-2.519497286
15,-1.38372793,-1.448851434,-2.587684954
16,-1.636598028,-1.465242434,-2.660019989
16.9,-1.260989789,-1.669763794,-2.643810622
18,-1.140521915,-1.55447958,-2.709875054
18.9,-1.232741168,-1.474758412,-2.820224625
19.9,-1.377928484,-1.577416606,-2.791953619
21,-1.519672738,-1.472842989,-2.690710157
22,-1.662128111,-1.345233581,-2.507380653
23,-1.369245076,-1.583142373,-2.543074541
24,-1.519466837,-1.468962775,-2.636822108
0.2956636,-0.618141425,-0.980885187,-0.728867758
1,-0.898458356,-0.661689442,-1.349744677
2,-0.973599573,-0.439997254,-0.421671952
3,-1.499642981,-0.560035011,-1.254847287
3.9,-1.142423407,-1.039089626,-1.207190299
4.9,-0.406596624,-1.157128137,-1.090474659
6,-0.751235346,-1.25603813,-0.943660888
6.9,-0.945220006,-1.290549826,-0.979955487
8,-0.922510475,-1.291478188,-1.010834897
9.1,-1.337315601,-1.320861238,-1.01525749
10,-1.485857773,-1.701544469,-1.134460232
11,-1.284798643,-1.286403205,-1.164635648
12,-1.424571824,-1.278385924,-1.018952046
13,-1.480563442,-1.466926001,-1.077396122
14.1,-1.91669875,-1.389361121,-0.979915857
15,-2.187095688,-1.31349291,-1.057372816
15.9,-1.195019608,-1.156280099,-1.128057048
16.9,-1.964117808,-1.323645746,-1.047963675
