agemonths,haz,waz,hcaz
15,-2.90401222,-2.552952679,-2.671096837
16,-2.936381709,-2.825528558,-3.17341145
17,-3.059479409,-2.717058851,-2.95128471
18,-3.059435813,-2.742581132,-3.067016795
19,-2.944050597,-2.902311864,-2.827570094
20,-3.023911333,-2.580951588,-2.943186538
21,-3.141393683,-2.433505526,-3.047332302
21.9,-2.968541307,-2.499627118,-3.079169249
23,-2.999255268,-2.468797949,-3.185842409
23.9,-3.062519383,-2.651975284,-3.135349728
0.0985545,-0.322424217,-0.441825233,-0.770177526
1.1,-0.634351715,-0.228034004,-1.275859476
1.9,-0.556694684,-0.234727124,-1.944215127
2.9,-0.451321991,-0.179389862,-2.810305198
4,-0.688038311,-0.318828646,-2.183721411
5,-0.014356655,-0.521391618,-1.677592996
5.9,-0.413306554,-0.569632165,-1.860950345
7,-0.372842021,-1.352127465,-2.025255725
7.9,-0.673874891,-1.082651989,-1.999622362
8.9,-1.04422439,-1.179436824,-1.55949578
10,-0.973721538,-1.128286787,-1.096084955
10.9,-1.102387286,-1.27729304,-0.97019362
11.9,-1.37428618,-1.497812917,-1.20271198
13,-1.19273001,-1.884719604,-1.109462911
14,-1.538657509,-2.021877995,-1.21221858
15,-1.775486927,-2.31303127,-1.618847523
16,-2.144316447,-1.900525254,-1.761847902
17,-2.350961507,-1.912159606,-2.339450291
18.1,-2.205221285,-1.857289848,-2.17684376
19.1,-1.738289183,-2.221547147,-1.909392565
19.9,-2.008646531,-2.927517591,-1.631629244
21.1,-2.150913108,-2.261441462,-1.598580195
21.9,-2.388204462,-2.1078173,-1.6123008
23,-2.175606699,-2.366406869,-1.708264365
24,-2.42314553,-2.183583049,-1.799553283
0.3942181,-2.511163679,-3.391857179,-2.335464134
1,-2.791735512,-3.496055249,-2.799817702
1.9,-2.711512527,-3.150070667,-2.541437608
3,-2.537881063,-2.50457054,-2.403432342
3.9,-3.154176038,-2.397524195,-2.15581288
5.1,-2.324652151,-2.20557327,-2.158742477
5.9,-2.214736591,-3.467618224,-2.45305634
7.1,-1.499267074,-2.259361531,-2.283216519
8,-2.251184986,-2.309842297,-2.37197522
9,-1.655173015,-2.31022956,-2.478479794
10.1,-2.120510471,-2.668074167,-2.150217284
11,-2.235914203,-2.847934054,-2.3108713
12.1,-2.403049431,-2.740801323,-2.08730387
13,-2.828344063,-2.943478133,-2.282477281
14.1,-3.164382943,-3.059459412,-2.46483061
15,-3.027240429,-3.068506904,-2.531931722
16.1,-2.978512113,-2.935870923,-2.683977483
17,-3.271331039,-2.899786233,-2.722413947
18,-3.332540039,-2.877441258,-2.395204706
19.1,-3.098293667,-3.013134006,-2.441991444
20,-2.747134311,-3.062871495,-2.16533263
21,-2.941547782,-3.407392928,-2.190216568
22.1,-2.966136399,-3.377554405,-2.291055087
23,-3.125938283,-3.047464873,-2.378327205
23.9,-2.873925005,-2.794039346,-2.31095277
0.2628121,0.372288927,0.324458951,1.266172799
1.1,-0.37790293,0.410719413,0.693852428
2,-1.171812107,-0.310758932,-0.840779665
3.1,0.156870781,-0.290426206,-0.491736081
4,0.766759549,0.412013985,-0.619725681
4.9,0.062108508,0.417002092,-0.079985038
6,0.141742379,0.123716129,-0.624362665
7.1,0.112655304,0.032514308,-0.450722383
8,0.150296492,0.074374477,-0.76652311
9,-0.210132305,-0.053724021,-0.796469623
9.9,0.13989095,-0.01507324,-0.138628171
11.1,-0.483186575,-0.009144067,-0.219920246
12,-0.311077459,-0.462457976,-0.04958292
13,-0.368053242,-0.49352155,-0.645155353
14,-0.839701932,-0.350391402,-0.83900178
15.1,-0.367784264,-0.44832324,-1.011574265
16,-0.559055726,-0.287944819,-0.772558738
17.1,-0.655877109,-0.588627684,-0.917377795
18,-0.850408055,-0.221239969,-0.661406373
19,-0.617452854,-0.264676844,-0.622113743
20.1,-0.876077429,-0.576253323,-0.749393568
21.1,-1.177916565,-0.67007977,-0.631727002
22.1,-1.230976716,-0.757096016,-0.514010226
23.1,-1.099508858,-0.659440834,-0.610943026
24,-0.720808699,-0.610590868,-0.69751608
0.2956636,-1.518141788,-1.491484302,-1.590821115
1,-0.119113279,-0.487212416,-0.610896841
1.9,-0.630286316,-0.558902968,-1.374486638
3.3,0.530185945,-0.409526409,-0.710497393
4,0.213519491,-0.127751845,-0.836169878
4.9,0.18070961,-0.20092648,-1.090474659
5.9,-0.30549407,-0.073642003,-1.260107956
7,0.050016212,0.019746083,-1.387898758
8,0.115726829,0.006301743,-1.02320404
9.1,-0.428083163,0.163953827,-0.940551273
10,0.117932988,0.288053423,-0.326546129
10.9,0.200343732,0.216705625,-0.417438177
13,-0.467561151,0.696951499,-0.497022994
13.9,-0.336358269,0.728890618,-0.664890963
15,0.341998199,0.772225272,-0.849265088
16,-0.037753735,-0.051895085,-0.992372653
17,-0.230261947,0.58893519,-1.492286116
18,-0.417386737,1.002467714,-1.261944166
19.3,-0.000638825,0.887068366,-1.417740637
19.9,0.283186961,0.818547048,-1.20512455
21,0.404582902,0.810284155,-1.970787707
22,0.133034362,0.817966773,-1.357271988
23,0.00359437,0.973550137,-1.460072454
24,0.03075643,0.9354233,-1.203727672
0.3942181,-1.145799699,-1.527120055,-0.898601237
0.9,-0.4524858,-1.518923848,-1.347679607
1.9,-1.074252956,-1.955577037,-0.922133084
3.2,-1.765058941,-2.525825371,-2.229315479
4,-1.573679353,-2.64810925,-2.045440445
5,-1.612930984,-2.36325478,-2.083122837
5.9,-2.051386193,-2.771578543,-2.275741113
7,-2.694867501,-2.703744186,-2.285607889
8,-2.228930712,-3.054580092,-2.013645432
8.9,-2.427355378,-3.012560176,-2.094969431
10,-2.701913349,-3.252443995,-2.100084733
11,-2.609539709,-3.00395325,-2.133091497
12,-2.487696806,-3.145361019,-2.12959885
12.9,-2.913279419,-2.964328359,-2.244019876
14,-3.021102381,-3.069941667,-2.362812328
15,-2.990463446,-2.65176244,-2.150452915
16,-2.982684666,-2.536667305,-2.08738996
17,-2.627725911,-2.771749383,-2.076849798
18,-2.734203993,-2.911614422,-2.062314427
19,-2.901118498,-2.789254819,-2.173520987
20,-3.015285282,-2.897619206,-2.218495206
21,-3.085168851,-3.16842057,-2.330748932
22,-2.928949382,-3.027917829,-2.083468659
22.9,-2.668671595,-3.398623395,-2.17464673
23.9,-2.814333609,-3.133159382,-2.060421818
0.2956636,-0.717224343,-0.746932306,-1.21350368
1,-0.341555763,-0.310526062,-1.23631391
1.9,0.445546173,-0.279811496,-1.346992646
3,-0.582054103,-0.622186757,-1.72671891
3.9,-0.653152037,-0.693362594,-1.653116627
4.9,-1.312812663,-0.464981028,-1.240389741
5.9,-1.324330357,-0.64015806,-1.841946708
7,-1.456255124,-0.70494618,-1.604883056
8,-1.259248693,-0.845417767,-1.623500796
9,-1.254232144,-1.227945384,-1.603254184
10,-1.298058288,-1.467957872,-1.105575025
10.9,-1.343941019,-1.528586805,-1.040289834
12.1,-1.604442784,-1.470716179,-1.153630838
13,-1.852471425,-1.862233323,-1.341616691
14,-2.225468003,-1.855817923,-1.51992732
15,-2.039405326,-1.932155398,-1.766766499
15.9,-2.18640869,-1.623300791,-1.824733801
17,-2.350961507,-1.546843015,-2.415217053
18,-2.496754405,-1.765960694,-1.784123338
18.9,-2.423671927,-1.576588322,-1.894471556
19.9,-2.222135498,-1.744418351,-1.706368342
21,-2.367870102,-1.49718957,-1.811606184
21.9,-2.217606244,-1.596906786,-1.834595133
22.9,-2.468195342,-1.577241946,-1.9265294
24,-2.390408284,-1.531739286,-2.019960724
0.5256242,-3.136719714,-3.579350486,-4.014264955
0.9,-2.507138089,-3.166389245,-3.998404042
1.9,-2.648226263,-2.635692921,-3.193028017
3,-1.784484473,-2.53116147,-3.186991696
3.9,-1.713176636,-2.405487619,-2.606824608
4.8,-1.82004128,-2.253825573,-3.055372389
6,-1.808975455,-2.286856629,-2.675620991
6.9,-1.723819681,-2.185782673,-2.499973305
7.9,-2.089194302,-2.296783818,-2.957351043
9,-1.781679051,-2.5402593,-2.25509921
10.2,-1.664531882,-2.271230532,-2.078106206
10.9,-1.849681231,-2.056641837,-2.257567923
12,-1.541190251,-2.141621886,-1.90218121
12.8,-1.921007036,-2.10945323,-2.079303103
14,-1.966177587,-1.883514204,-2.13818569
14.9,-1.736875861,-1.591422804,-2.291311525
16,-1.934386854,-1.723921722,-2.300995931
17.1,-2.088239576,-1.911591518,-2.44778496
18,-1.887832303,-1.429163131,-2.270821464
19,-1.456473355,-1.898515035,-2.105053141
20,-1.729599225,-1.937361271,-2.222064732
21,-1.542686845,-2.095939147,-1.967330778
22,-1.647960357,-2.170849764,-2.083468659
23,-1.581301756,-1.679483671,-2.181025933
24,-1.674489164,-1.567025129,-2.278548499
0.1642576,-0.528358241,-0.343381915,-0.990572676
1.1,-0.2453169,-0.575410309,-1.235211289
2,0.550178503,-1.712712963,-1.570331889
3,-0.378330134,-0.677637604,-1.921524659
3.9,0.107087732,-0.498405375,-1.602627372
5.1,-0.557262037,-0.579077778,-2.025141926
5.9,-0.261290037,-0.518960352,-1.644216947
7,-0.791343523,-1.262136588,-0.642996877
8,-0.626223559,-1.24230427,-1.010834897
9,-0.456240724,-1.258622021,-2.479360742
10,-1.01603805,-1.098645323,-2.777870573
11,-0.848224287,-1.331620107,-2.495140958
11.9,-1.059665607,-1.184204829,-2.116237519
13,-1.037896783,-1.129812683,-2.256655957
14,-1.345731973,-1.071357005,-2.435887491
14.9,-1.163389964,-1.081997906,-2.646001501
16.1,-0.956631747,-1.014174695,-2.527968829
17,-1.061423113,-0.777184587,-1.995859494
18,-1.267571621,-0.93450074,-2.053677283
19,-1.253621912,-0.826594847,-2.177304836
20,-1.221974946,-0.908825645,-2.218495206
21,-1.356600226,-1.011225886,-2.258756687
22.1,-1.464624342,-0.99216459,-2.37430663
23,-1.274773117,-1.148560947,-2.18424813
24,-1.009315289,-0.895113101,-2.142137902
0.4927727,0.288049579,-0.308322129,-0.890057441
0.9,-0.027626867,-0.12865653,-0.517336105
2,-0.236210348,-0.5356432,-0.917173658
3,-0.235599953,-0.841755159,-0.470100242
3.9,-0.369980939,-1.002313362,-1.024341388
5,0.216962012,-1.096350428,-0.741891061
6,-0.15482372,-1.202632697,-0.850296102
7,-0.87766406,-1.653054581,-1.174462002
9.4,-0.877231361,-1.531636501,-1.105424429
9.9,-1.087333257,-1.821325598,-1.562588139
11,-1.459228838,-1.441832772,-1.17240591
11.9,-1.331923241,-1.6202963,-1.380052478
12.9,-1.504592184,-1.684110876,-1.584121856
13.9,-1.79132416,-1.847829449,-1.688137471
14.9,-1.919597189,-2.460239574,-1.854010515
16,-2.017183096,-1.529219288,-1.942008294
17,-1.62352452,-1.289915793,-1.923306529
18,-1.749996596,-1.409445898,-1.908914496
19,-1.871965147,-1.462284478,-1.819804557
20,-1.91937341,-1.720364546,-1.857893274
21.1,-2.026623345,-2.020197447,-1.834363444
22,-2.247472422,-2.144999792,-1.935646246
22.9,-2.069239521,-2.542637373,-1.887498315
23.9,-2.255915617,-2.454187756,-1.917098097
0.3942181,-0.408002082,0.023163923,-0.898601237
0.9,0.009810965,0.297676918,-0.492607209
2,0.403045725,0.136295147,-1.075739168
3,0.573204409,-0.079440568,-0.712004311
4,0.089097105,0.027551423,-1.571501744
5,0.911429294,-0.082993905,-2.005405973
5.9,0.711198682,-0.165263712,-1.183286158
7,0.071861847,-0.143233361,-1.32630918
8,0.242620283,-0.342688167,-1.173797025
9,0.579257969,-0.62208591,-1.507560771
10,0.117932988,-0.672384086,-1.515067072
11,-0.126940801,-1.05732154,-1.623387112
12,-0.491624413,-0.780580517,-1.754976349
13,-0.733717779,-0.54731483,-1.523475556
14,-0.750044717,-0.497163632,-1.632060695
14.9,-0.567459358,-0.575276958,-1.63536001
16.2,-0.375181599,-0.400083566,-1.824308711
17,-0.172038447,-0.321056849,-1.424048898
18.2,-0.313364529,-0.607607131,-0.997135673
19.1,-0.058578527,-0.484606096,-1.101216106
20,0.405288136,-0.575138094,-1.208809796
21.1,0.253445993,-0.341538216,-1.330358101
22,0.177449005,-0.711445082,-1.436451029
23,0.205287566,-0.357967914,-1.394830026
24,0.384381603,-0.579369883,-1.353823128
0.2956636,-0.035103013,-0.272695643,-0.798999076
1,-0.598557842,-0.190234266,-0.808079095
1.9,0.295210044,0.104322247,-1.091040155
3,-0.141993037,-0.069810329,-1.303773015
3.9,-0.605055422,0.138452823,-1.317985792
4.9,-0.174946866,0.02745476,-1.406161841
5.9,-0.578381423,-0.072997926,-1.305504338
7,-0.512777524,0.071597573,-1.426855409
7.9,0.234128735,0.470089456,-1.27634444
9,0.032426782,0.41221841,-0.785337633
10,-0.404319352,0.195312812,-0.622273015
10.9,-0.741797637,0.174454804,-0.569818815
12,-0.463173152,0.319151496,-0.820663276
12.9,-0.585189082,0.439358634,-0.941808545
14,-0.839701932,0.465147595,-1.146610132
14.9,-0.43133631,0.269769581,-1.220877588
16,-0.804183636,0.275095093,-1.371984903
17,-0.846438909,0.627121502,-1.434540029
18,-0.690591653,0.033397224,-1.109611324
18.9,-0.751672697,-0.325858822,-1.21883976
20,-0.972155755,-0.39703381,-1.343461096
21,-1.079223835,-0.450409957,-1.737210628
21.9,-1.091658001,-0.639893196,-1.686398911
23.1,-0.999468625,-0.627792044,-1.790654396
23.9,-1.006761473,-0.70706005,-1.796623971
0.3285151,-2.926060442,-2.411732914,-2.628900974
0.9,-1.788009788,-2.062630772,-2.459273725
1.9,-1.961250809,-1.936463193,-1.004872706
3,-2.508030564,-1.745516341,-1.950909917
3.9,-1.805810822,-1.488862177,-1.97383132
4.9,-2.213692729,-1.537146738,-1.946725729
6,-1.808975455,-1.496556303,-1.984741952
6.9,-1.983352906,-1.779401349,-2.11996885
7.9,-2.216261365,-1.818055836,-2.128729288
9,-1.823098999,-2.048082848,-1.507560771
9.9,-1.817849777,-2.049597012,-1.562588139
10.9,-2.207391727,-2.107103349,-1.813994306
11.9,-2.148696144,-2.011593346,-1.821763503
12.9,-1.910115796,-2.123128709,-1.798055237
14,-2.239262857,-2.181971711,-1.997436512
14.9,-1.688231781,-1.915276312,-2.06773958
16.1,-1.671496301,-1.987290774,-2.019206199
17,-1.880256076,-2.07959654,-2.072631696
17.9,-1.694230716,-1.962162114,-2.045726316
18.9,-1.740418117,-1.573046604,-1.736189945
20,-1.686907256,-1.740231936,-1.713652501
21,-1.650130747,-1.848840636,-1.826803217
21.9,-1.773009038,-1.782650059,-1.925616599
23,-1.684151604,-1.638380358,-1.753656437
24,-1.860515956,-1.666567884,-1.562001281
0.065703,-2.760960543,-3.289744682,-2.755421338
0.9,-3.393032966,-3.468907791,-2.81979135
2,-3.768547227,-3.176011915,-2.75809924
2.9,-3.04794222,-3.020900878,-2.556293099
3.9,-2.769403115,-2.906288327,-2.993639968
5,-2.533473019,-2.846084886,-2.964710244
5.9,-2.939172771,-2.885475254,-3.091140956
6.9,-2.79541352,-2.952472605,-2.790812204
8,-3.202715383,-3.279272311,-2.211430009
9,-3.312839576,-3.303701149,-2.138818955
10,-2.900928937,-3.279749583,-1.885771522
11,-3.339704729,-3.412877985,-1.543326792
12,-3.242464728,-3.478329674,-1.754916127
12.9,-3.447792262,-3.373759433,-1.954401117
14,-3.477887139,-3.731134403,-3.135398204
15,-3.619941491,-3.454715145,-2.914514333
15.9,-3.542693545,-3.097860334,-3.043253868
17,-3.508897139,-2.836459797,-2.423551485
17.9,-3.590437038,-3.026887609,-2.53035048
19,-3.523284275,-3.032613868,-2.498663401
19.9,-3.431906313,-3.17061091,-2.528498418
20.9,-3.160398041,-3.061314823,-2.552246862
21.9,-3.335551292,-3.310459969,-2.572414378
23.1,-3.333740737,-3.22030772,-2.675437923
23.9,-3.36528383,-3.264574297,-2.384428313
0.3942181,0.736211344,-0.372575093,-0.561373093
1,0.943454631,-0.520319517,-0.722432132
1.9,0.896554559,-0.309981565,-1.176357652
2.9,0.577527533,-0.569728581,-2.0482689
4,0.094121308,-0.633079128,-2.210698244
5,0.051535794,-0.679998022,-1.617280698
6,-0.487408017,-0.565636857,-1.424642045
7,-0.420617653,-0.412291514,-1.183558477
8,-0.261428809,-0.880266125,-2.025019516
8.9,0.185961995,-0.700170089,-1.172330851
10,-0.272918848,-0.635138052,-1.175053612
10.9,-0.397715704,-0.687309078,-1.197113507
12,-0.243111956,-1.245767195,-1.224297736
13,-0.656690111,-1.003475239,-1.419001284
14.1,-0.85402583,-0.865932306,-1.229230528
15,-1.156963748,-1.148427915,-1.379107539
16,-0.571850151,-0.880719798,-1.143625232
17.1,-0.807105402,-1.047054581,-1.296021428
18,-0.850408055,-1.11316664,-1.415231735
19,-1.002480681,-1.216967812,-1.38038232
20,-1.0583039,-1.1042888,-1.485732211
21,-1.193516235,-1.206644718,-1.368666497
21.9,-1.013932755,-1.040981904,-1.460836132
23,-1.157253171,-1.211156186,-1.493148666
24,-1.080918413,-1.463199087,-1.579145843
0.5256242,0.026723875,-0.280273128,-0.910206137
1.1,-0.070164388,-0.364428968,-1.447138772
2,0.085094008,-0.834946735,-0.497568448
3,0.200276681,-1.027444439,-1.811308089
4.1,0.38809858,-1.192737928,-2.317466495
5,-0.014356655,-1.13387437,-2.83763952
6.1,-1.049557034,-1.156251066,-1.952472648
7,-1.477559122,-1.177256453,-2.187366965
7.9,-0.764675254,-1.409075989,-2.40144343
9,-0.878775619,-1.782094397,-1.9107471
10,-1.298058288,-1.895344223,-2.684516793
10.9,-1.688022952,-1.608772329,-2.138055544
12,-1.979150375,-1.683836334,-2.377751362
12.9,-2.25104338,-1.644381742,-2.186597994
14.1,-2.265172279,-1.668442917,-1.998124334
15,-2.303725272,-1.733569111,-2.297441175
15.9,-2.65142064,-1.726402424,-2.205521322
17.1,-2.395002483,-1.579055258,-1.674665062
18,-2.332277896,-1.907171527,-1.792144416
19,-2.433597492,-1.32675618,-1.748043538
20,-1.611148035,-2.14992301,-2.015901442
21.1,-2.845910639,-2.075282223,-2.119193453
22,-2.465002445,-2.354821617,-2.20821298
23,-2.658792663,-2.404448638,-2.304562327
24,-2.438759799,-2.304342601,-2.392281717
0.4927727,1.022602238,-0.677092133,-1.587389684
1.1,0.332709751,-0.980633659,-1.904653184
2,-0.088732503,-1.237358349,-1.908177069
3,-0.235599953,-1.259040687,-2.082794038
4,-0.095655835,-1.170237242,-2.83533828
4.9,-0.406596624,-1.198458295,-2.258089754
5.9,-0.638007828,-1.280128031,-2.122130508
7,-0.770629747,-1.443379002,-2.223158979
8,-0.453631275,-1.626766665,-2.013645432
8.9,-1.290478036,-1.360536538,-2.084960334
10.1,-1.235204675,-1.452763837,-2.192137373
11,-0.903906349,-1.511217956,-2.059192605
12.1,-1.196665088,-1.62521624,-2.217167388
13,-1.24180186,-1.591255226,-2.409206761
14.1,-1.470280036,-1.71589252,-2.514230874
14.9,-1.322512839,-1.553103194,-2.286424581
16.1,-1.742982757,-1.319956604,-2.091886575
17,-1.750694674,-1.501896307,-2.221916665
18,-1.805103878,-1.293943171,-2.134701735
19,-1.69313337,-1.408280832,-2.249556532
20,-1.904896599,-1.545323232,-2.298509513
21.1,-1.700899154,-1.521067751,-2.266368023
22,-1.670819578,-1.441217762,-2.366891929
23,-1.74713291,-1.402279243,-2.471309259
23.9,-1.666474403,-1.508219126,-2.490392982
0.3613666,-1.79175584,-2.164685847,-1.648726979
0.9,-1.126925127,-1.781056121,-1.106986059
1.9,-0.961526804,-1.126432187,-1.477079873
3,-1.174775984,-0.863778782,-1.269912891
3.9,-0.762361994,-0.642395385,-1.709455344
4.9,-0.60164654,-0.339679179,-1.15750369
5.9,-0.157604379,-0.307807034,-0.813696337
7,-0.581074123,-0.645919144,-1.280516818
7.9,-0.764675254,-0.82425025,-1.437072867
8.9,-0.374563601,-0.525878807,-0.683150769
9.9,-0.868095218,-0.875753816,-1.007522691
11,-1.093074917,-0.773297378,-0.908380807
12,-1.347493199,-0.840877651,-1.132080893
13,-1.72876991,-0.710200404,-1.109462911
14.3,-2.102045367,-1.13335744,-1.3395006
14.9,-1.776418813,-1.252417983,-1.680113092
16,-1.965851061,-1.169006696,-1.219745122
17,-1.767264712,-1.245030869,-1.363082012
17.9,-1.9294956,-1.143379581,-1.327655719
19.1,-2.100772591,-1.483185918,-1.159022147
19.9,-2.07980952,-1.434471179,-1.033716462
21.1,-2.220412861,-1.385247871,-1.15234026
22,-2.22631743,-1.449531446,-1.170936718
23,-2.158279499,-1.485822145,-1.198089153
24.3,-2.199326816,-1.486629305,-1.311153851
0.4270696,-0.391062425,-0.006497253,-1.158887367
1,-0.15755443,-0.277028207,-1.235487543
1.9,-0.532198712,-0.598421936,-1.418570815
3,-0.61621377,-0.887088236,-2.405332798
4,-0.017612238,-0.849058294,-1.942528284
5,-0.008570225,-1.001797978,-2.297218232
6,0.265841432,-1.455683745,-2.061506289
6.9,-0.080109255,-1.354798791,-2.347971523
8,-0.095762259,-1.565403004,-2.529133894
8.9,-0.437923658,-1.321389224,-1.795955061
9.9,-0.478569489,-1.338397832,-2.008511033
11,-0.919577713,-1.21144781,-2.28831607
12,-0.958098119,-1.333497387,-2.270193362
12.9,-1.009648021,-1.361951328,-2.317341878
14,-1.207539207,-1.84291586,-2.497456418
14.9,-1.395656628,-1.726330456,-2.432214582
16,-1.087440843,-1.508424856,-1.796626628
17,-1.165911711,-1.507779561,-1.935951099
18,-1.209391932,-1.800127981,-1.479133799
19.1,-1.240277919,-1.595331254,-2.473673043
20,-1.142088921,-1.811101762,-2.082124897
21,-1.007365774,-1.736164027,-1.974908386
22,-1.263663649,-1.736483575,-2.083468659
23,-1.266200976,-1.596239643,-2.181025933
23.9,-1.201126077,-1.808887215,-2.2754074
0.2628121,0.053707958,-1.49982739,-2.278319997
1,-1.234586664,-1.973842016,-1.747854509
2,-0.28536963,-2.255322718,-3.064347716
3,-0.74006567,-2.457804554,-3.267497713
4,-0.942139155,-2.572724396,-3.206937891
5,-0.70417753,-2.652169017,-2.821869461
6,-0.772354225,-2.898744834,-2.845755858
7.3,-0.891898285,-2.890012694,-3.315544672
7.9,-0.903235043,-2.868632039,-2.505375541
9,-0.90639397,-3.317143407,-2.498902108
9.9,-0.924996252,-3.041152988,-2.380113444
10.9,-1.308687351,-3.146914792,-2.635494381
11.9,-1.448605084,-3.102126831,-2.705185552
12.9,-1.3903743,-3.19950837,-2.903917895
13.9,-1.604790071,-2.955759201,-3.003740125
15,-1.456761362,-2.958284528,-3.024916994
16,-1.636598028,-2.682318892,-2.441884244
16.9,-1.260989789,-2.814687705,-2.571272124
18,-1.336489475,-2.985851672,-2.343202858
18.9,-1.401966818,-2.748028319,-2.458879732
19.9,-1.544040028,-2.880057351,-2.575567837
21,-1.617516245,-2.771423919,-2.690710157
22,-1.790354002,-2.689869322,-2.076089904
23.1,-1.441078801,-2.80091269,-2.18746967
23.9,-1.976706621,-2.82308831,-2.2754074
0.3285151,-0.283542207,-0.605390222,-1.76467106
1.9,-0.630286316,-0.688997952,-2.614401214
3.1,-0.588256691,-0.764255507,-2.088782983
4,-1.173270884,-0.89109538,-2.258630686
4.9,-1.310144676,-1.034424164,-2.413771767
6,-1.125228799,-0.868599092,-2.078271336
7,-0.965919836,-1.112760473,-1.449974998
7.9,-1.326791921,-1.098571456,-1.827412287
9,-1.467937486,-1.033616729,-2.04079135
10,-1.590913816,-1.026585627,-1.868561626
11,-1.553687243,-1.3349513,-1.992792089
12,-1.78856735,-1.058499108,-2.12959885
13,-1.823039821,-1.08139994,-2.104046387
14,-1.990372638,-1.820203477,-2.278227449
14.9,-1.992685721,-1.184722171,-2.145544522
16,-2.184885568,-1.227800049,-2.155593345
16.9,-2.03443061,-1.323645746,-2.136041139
17.9,-2.290683601,-1.593400491,-2.049736281
18.9,-2.315785326,-1.981167058,-2.169803817
20,-2.402379867,-1.771058425,-2.009996692
20.9,-2.153774976,-1.594749485,-2.107889014
21.9,-2.262853168,-1.654063036,-2.216495757
23,-2.053952927,-1.568722319,-2.324571144
23.9,-2.224892395,-1.643194443,-2.347069261
0.4599212,-1.331865464,-1.082936772,-2.023914105
1.1,-1.403698071,-1.170264648,-1.704057716
2,-1.218988852,-1.072409098,-1.30866689
3,-1.964220424,-2.420684492,-2.251584031
3.9,-2.528920038,-1.792109013,-2.15581288
5,-2.628150436,-1.457025503,-1.805358734
5.9,-2.331093867,-1.381093937,-1.778937637
6.9,-2.472729286,-1.429088054,-1.492646804
8,-2.755978518,-1.21143512,-1.221982075
9,-3.107586664,-1.395098645,-1.43319961
9.9,-2.840242067,-1.544645947,-1.560455568
11,-3.196462874,-1.494486045,-1.613584573
11.9,-3.35513292,-2.009978079,-1.669935799
13,-3.680537374,-1.570297947,-1.734725467
13.9,-3.627547672,-1.740457937,-1.899634419
14.9,-3.437991318,-1.414948141,-1.909730845
16,-3.564181698,-1.543064884,-1.604997705
17,-3.763887253,-1.502827017,-1.661811897
18,-3.730559205,-1.781142837,-1.260394219
19.1,-3.876941291,-2.028727853,-1.384133273
20,-3.875828361,-2.075233915,-1.265142342
21,-3.838736086,-2.222330165,-1.219890313
22,-4.006974027,-2.165046428,-1.321930516
23.1,-3.700554926,-2.085705652,-1.274530671
23.9,-3.660099124,-2.086879977,-1.355770715
0.3613666,-0.583318897,0.051164184,-0.29297667
1,-0.003692682,0.025775645,-1.235487543
2,0.550338158,0.007672611,-0.504255569
2.9,2.327165004,0.139513472,-0.520270366
4,0.305972183,-0.001005943,-0.678118677
5,-0.008570225,0.271796996,-0.508591985
5.9,-0.217086004,-0.199906945,-0.722355368
7,-0.165943251,0.094391422,-0.552638536
8,-0.202956537,0.036847897,-1.010834897
8.9,-0.253649687,0.020168855,-0.81373425
10,-0.41468241,0.068452451,-0.902666317
11,-0.729158553,-0.270466915,-1.090718686
11.9,-1.137453502,-0.318993234,-1.306433974
13,-1.40445758,-0.175495551,-1.370724769
14.1,-1.693489393,-0.017502289,-1.418291576
15,-1.5788964,-0.244766071,-1.572998925
16,-1.361818365,0.006292418,-1.573982999
17,-1.07281214,-0.015916885,-1.057026931
18,-1.288937148,0.008562692,-1.193666721
19,-1.365179412,-0.152639661,-1.025130078
19.9,-1.245039248,0.057352527,-0.916610173
21,-1.063069705,0.05052201,-1.034888522
22,-1.085111602,-0.547731731,-1.069744822
23.1,-0.694486725,-0.188178204,-1.114430946
24,-0.992390926,-0.246870983,-1.060418228
0.3285151,-3.16842029,-3.1520225,-2.389288513
1.1,-3.763026896,-3.308226001,-2.3891749
1.9,-2.661400484,-2.988954235,-3.39461258
2.9,-3.684849069,-3.020900878,-2.894975898
4,-3.476148565,-2.914634664,-2.602588448
5,-3.338231069,-3.184403384,-2.964710244
5.9,-3.266599873,-2.900790723,-2.681077419
7,-4.060932568,-3.220387905,-2.724439048
8,-4.32399079,-3.058153237,-2.012363625
8.9,-3.544291333,-3.185175175,-1.957834421
10,-3.530580215,-3.232296204,-2.210834263
10.9,-3.852661575,-3.199042047,-2.302877164
11.9,-4.282337777,-2.993635612,-2.526512801
12.9,-4.479472332,-2.936221412,-3.347582381
13.9,-4.234032532,-3.153642004,-3.131114128
15,-4.29166936,-3.04413034,-3.297096945
16,-4.33805329,-3.291244784,-3.051078717
17,-3.867613018,-3.318396351,-2.79405086
17.9,-3.971368456,-3.346870896,-2.911250521
19,-3.886513203,-3.517447993,-2.648787374
19.9,-4.143536204,-3.713116913,-3.1264112
20.9,-4.345333844,-3.52952811,-3.073068016
22,-4.449963273,-3.546325572,-3.173373816
23,-4.153245324,-3.636157729,-3.186786579
24,-4.223694102,-3.590085819,-3.26893622
0.0985545,-3.695282971,-3.708535466,-3.810878407
1.1,-3.264487732,-3.169619964,-3.391321588
2,-3.316665258,-2.830602296,-2.459185571
3,-1.719396739,-2.234766616,-3.351940875
4,-1.841739106,-2.076180613,-3.021455485
