"pandemicday","class","severity","Ntype","Cum N","N"
227,"tocilizumab","all","RWS",4112,NA
228,"tocilizumab","all","RWS",4212,100
236,"tocilizumab","all","RWS",4265,53
242,"tocilizumab","all","RWS",4629,364
249,"tocilizumab","all","RWS",4805,176
256,"tocilizumab","all","RWS",4856,51
263,"tocilizumab","all","RWS",4856,NA
269,"tocilizumab","all","RWS",5062,206
278,"tocilizumab","all","RWS",7242,2180
290,"tocilizumab","all","RWS",7748,506
297,"tocilizumab","all","RWS",7958,210
304,"tocilizumab","all","RWS",7958,NA
311,"tocilizumab","all","RWS",8183,225
318,"tocilizumab","all","RWS",8364,181
325,"tocilizumab","all","RWS",8364,NA
332,"tocilizumab","all","RWS",12288,3924
339,"tocilizumab","all","RWS",12288,NA
346,"tocilizumab","all","RWS",12288,NA
353,"tocilizumab","all","RWS",12288,NA
360,"tocilizumab","all","RWS",12384,96
367,"tocilizumab","all","RWS",13378,994
374,"tocilizumab","all","RWS",13378,NA
381,"tocilizumab","all","RWS",13378,NA
388,"tocilizumab","all","RWS",13378,NA
401,"tocilizumab","all","RWS",15316,1938
422,"tocilizumab","all","RWS",15316,NA
429,"tocilizumab","all","RWS",15480,164
457,"tocilizumab","all","RWS",15480,NA
499,"tocilizumab","all","RWS",18027,2547
527,"tocilizumab","all","RWS",18852,825
536,"tocilizumab","all","RWS",18852,NA
569,"tocilizumab","all","RWS",18852,NA
577,"tocilizumab","all","RWS",19394,542
604,"tocilizumab","all","RWS",19394,NA
611,"tocilizumab","all","RWS",19560,166
625,"tocilizumab","all","RWS",19935,375
639,"tocilizumab","all","RWS",19935,NA
646,"tocilizumab","all","RWS",19935,NA
653,"tocilizumab","all","RWS",19935,NA
660,"tocilizumab","all","RWS",20283,348
667,"tocilizumab","all","RWS",20283,NA
674,"tocilizumab","all","RWS",36809,16526
682,"tocilizumab","all","RWS",36809,NA
688,"tocilizumab","all","RWS",36948,139
702,"tocilizumab","all","RWS",37170,222
709,"tocilizumab","all","RWS",37170,NA
751,"tocilizumab","all","RWS",37170,NA
793,"tocilizumab","all","RWS",37170,NA
