"pandemicday","estimate","sevalue","class","severity","ymin","ymax"
356.5,-0.0864880392877073,0.226971516914764,"convalescentplasma","all",0.587809588599021,1.43100376824426
363.5,-0.125873012031494,0.219792881645996,"convalescentplasma","all",0.573116045515527,1.35651788269162
370.5,-0.15350064850651,0.176762397285829,"convalescentplasma","all",0.606557986240748,1.21282657791514
377.5,-0.15350064850651,0.176762397285829,"convalescentplasma","all",0.606557986240748,1.21282657791514
384.5,-0.15350064850651,0.176762397285829,"convalescentplasma","all",0.606557986240748,1.21282657791514
394.5,-0.15350064850651,0.176762397285829,"convalescentplasma","all",0.606557986240748,1.21282657791514
404.5,-0.15350064850651,0.176762397285829,"convalescentplasma","all",0.606557986240748,1.21282657791514
415,-0.15350064850651,0.176762397285829,"convalescentplasma","all",0.606557986240748,1.21282657791514
423.5,-0.15350064850651,0.176762397285829,"convalescentplasma","all",0.606557986240748,1.21282657791514
427,-0.15350064850651,0.176762397285829,"convalescentplasma","all",0.606557986240748,1.21282657791514
433,-0.15350064850651,0.176762397285829,"convalescentplasma","all",0.606557986240748,1.21282657791514
440.5,-0.15350064850651,0.176762397285829,"convalescentplasma","all",0.606557986240748,1.21282657791514
447,-0.15350064850651,0.176762397285829,"convalescentplasma","all",0.606557986240748,1.21282657791514
453.5,-0.15350064850651,0.176762397285829,"convalescentplasma","all",0.606557986240748,1.21282657791514
464,-0.15350064850651,0.176762397285829,"convalescentplasma","all",0.606557986240748,1.21282657791514
474.5,-0.0230114327271871,0.0426104672329802,"convalescentplasma","all",0.898949923504756,1.06237299765109
485,-0.0319575563147379,0.0423539734772622,"convalescentplasma","all",0.891391686966722,1.05238206885293
495.5,-0.0319575563147379,0.0423539734772622,"convalescentplasma","all",0.891391686966722,1.05238206885293
506,-0.0326035706902881,0.0423421319219444,"convalescentplasma","all",0.890836696675362,1.05167802530816
516.5,-0.0329539293273664,0.0422749443035036,"convalescentplasma","all",0.890641917905753,1.05117118990337
523.5,-0.0329539293273664,0.0422749443035036,"convalescentplasma","all",0.890641917905753,1.05117118990337
531.5,-0.0329539293273664,0.0422749443035036,"convalescentplasma","all",0.890641917905753,1.05117118990337
549,-0.0340483488606784,0.0421553265936456,"convalescentplasma","all",0.889876322865911,1.04977524750567
562.5,-0.0340483488606784,0.0421553265936456,"convalescentplasma","all",0.889876322865911,1.04977524750567
566,-0.0234366569386821,0.0389832662729536,"convalescentplasma","all",0.904978711436321,1.05439858730549
573,-0.0234366569386821,0.0389832662729536,"convalescentplasma","all",0.904978711436321,1.05439858730549
580,-0.0234366569386821,0.0389832662729536,"convalescentplasma","all",0.904978711436321,1.05439858730549
590.5,-0.0151625550053805,0.0380060734003612,"convalescentplasma","all",0.914247040653018,1.06112466339352
601,-0.0115014993980223,0.0378393255128992,"convalescentplasma","all",0.91790022888187,1.06466860168151
607.5,-0.0115014993980223,0.0378393255128992,"convalescentplasma","all",0.91790022888187,1.06466860168151
614.5,-0.0115014993980223,0.0378393255128992,"convalescentplasma","all",0.91790022888187,1.06466860168151
621.5,-0.0115014993980223,0.0378393255128992,"convalescentplasma","all",0.91790022888187,1.06466860168151
632,-0.0102109525340404,0.0377351246411204,"convalescentplasma","all",0.919273314286679,1.06582579361216
642.5,-0.00953488772344956,0.0377124595533682,"convalescentplasma","all",0.919935878686358,1.06649922579795
649.5,-0.00953488772344956,0.0377124595533682,"convalescentplasma","all",0.919935878686358,1.06649922579795
656.5,-0.00953488772344956,0.0377124595533682,"convalescentplasma","all",0.919935878686358,1.06649922579795
663.5,-0.00953488772344956,0.0377124595533682,"convalescentplasma","all",0.919935878686358,1.06649922579795
670.5,-0.00953488772344956,0.0377124595533682,"convalescentplasma","all",0.919935878686358,1.06649922579795
678,-0.00953488772344956,0.0377124595533682,"convalescentplasma","all",0.919935878686358,1.06649922579795
685,-0.00953488772344956,0.0377124595533682,"convalescentplasma","all",0.919935878686358,1.06649922579795
695,-0.00953488772344956,0.0377124595533682,"convalescentplasma","all",0.919935878686358,1.06649922579795
